"","zpid","latlon","street","zipcode","city","state","bedrooms","bathrooms","finishedSqFt","yearBuilt","price","rent","tax.year","tax","hoa","lat","lon"
"1034",15092090,"[""37.781715"",""-122.486145""]","401 26th Ave APT 3",94121,"San Francisco","CA","3","2","1215","1978","1,480,400","4000",NA,"599394","500",37.781715,-122.486145
"1035",15092096,"[""37.7814"",""-122.486262""]","427 26th Ave # 3",94121,"San Francisco","CA","3","2","1582","1996","1,480,400","4900",NA,"757698","500",37.7814,-122.486262
"1036",15093775,"[""37.778713"",""-122.486043""]","569 26th Ave # 3",94121,"San Francisco","CA","7","5","3750","1979","1,480,400","5825",NA,"764129","500",37.778713,-122.486043
"1037",53153328,"[""37.782492"",""-122.486312""]","373 26th Ave # 3",94121,"San Francisco","CA","3","2","1090","1998","1,480,400","4400",NA,"760000","500",37.782492,-122.486312
"1038",59691769,"[""37.784716"",""-122.486478""]","253 26th Ave APT 3",94121,"San Francisco","CA","UNKNOWN","UNKNOWN","1062","1999","2,202,400","4395",NA,"817658","500",37.784716,-122.486478
"1039",59700269,"[""37.785127"",""-122.486508""]","225 26th Ave # 3",94121,"San Francisco","CA","UNKNOWN","UNKNOWN","1345","2001","2,202,400","4900",NA,"1092909","500",37.785127,-122.486508
"1040",59779477,"[""37.78499"",""-122.486505""]","233 26th Ave # 3",94121,"San Francisco","CA","3","2","1346","2001","2,202,400","4800",NA,"916822","500",37.78499,-122.486505
"1041",79845100,"[""37.782609"",""-122.485666""]","366 26th Ave # 3",94121,"San Francisco","CA","2","2","1011","2006","1,480,400","4450",NA,"841650","500",37.782609,-122.485666
"1042",83153941,"[""37.78458"",""-122.486465""]","261 26th Ave # 3",94121,"San Francisco","CA","3","2","1400","2008","2,202,400","5200",NA,"988747","500",37.78458,-122.486465
"1043",96032188,"[""37.778621"",""-122.485343""]","574 26th Ave APT 3",94121,"San Francisco","CA","4","3","1518","1923","1,480,400","4600",NA,"735542","500",37.778621,-122.485343
"1044",116156230,"[""37.781467"",""-122.486274""]","425 26th Ave APT 3",94121,"San Francisco","CA","3","2","1400","1975","1,480,400","4450",NA,"608248","500",37.781467,-122.486274
"1045",2124851976,"[""37.781467"",""-122.486274""]","425 26th Ave APT 3",94121,"San Francisco","CA","3","2.5","1400","1978","1,480,400","4706",NA,"UNKNOWN","500""zpid""",37.781467,-122.486274
"1046",15089034,"[""37.786575"",""-122.48447""]","155 24th Ave APT 5",94121,"San Francisco","CA","3","2","1572","1921","2,202,400","6700",NA,"1441834","500""zpid""",37.786575,-122.48447
"1047",80740767,"[""37.755009"",""-122.390599""]","1099 23rd St APT 9",94107,"San Francisco","CA","2","2","1258","2000","1,124,600","4500",NA,"714864","500",37.755009,-122.390599
"1048",80756049,"[""37.755031"",""-122.390251""]","1011 23rd St APT 9",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","1004","2000","1,124,600","4495",NA,"671522","500""zpid""",37.755031,-122.390251
"1049",80748380,"[""37.755031"",""-122.390251""]","1011 23rd St APT 8",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","894","2000","1,124,600","4250",NA,"562936","500",37.755031,-122.390251
"1050",80752519,"[""37.755009"",""-122.390599""]","1099 23rd St APT 8",94107,"San Francisco","CA","1","1.5","1114","2000","1,124,600","4250",NA,"679628","500""zpid""",37.755009,-122.390599
"1051",67394441,"[""37.756035"",""-122.4125""]","2900 22nd St APT 9",94110,"San Francisco","CA","2","2","873","2003","1,167,700","4195",NA,"507500","500",37.756035,-122.4125
"1052",2125416425,"[""37.755112"",""-122.423503""]","3415 22nd St APT 9",94110,"San Francisco","CA","1","1","650","UNKNOWN","1,167,700","3156",NA,"UNKNOWN","500""zpid""",37.755112,-122.423503
"1053",80741215,"[""37.755032"",""-122.390251""]","1011 23rd St APT 6",94107,"San Francisco","CA","2","2","1565","2000","1,124,600","4900",NA,"1050000","500",37.755032,-122.390251
"1054",80745801,"[""37.755009"",""-122.390599""]","1099 23rd St APT 6",94107,"San Francisco","CA","1","1.5","1114","2000","1,124,600","4250",NA,"680360","500""zpid""",37.755009,-122.390599
"1055",119685641,"[""37.785236"",""-122.482627""]","130 23rd Ave APT 5",94121,"San Francisco","CA","2","1","896","1965","2,202,400","3750",NA,"165578","500",37.785236,-122.482627
"1056",2114554496,"[""37.78149"",""-122.483""]","327 23rd Ave APT 5",94121,"San Francisco","CA","1","1","740","UNKNOWN","1,480,400","3148",NA,"UNKNOWN","500""zpid""",37.78149,-122.483
"1057",80732665,"[""37.755009"",""-122.390599""]","1099 23rd St APT 7",94107,"San Francisco","CA","2","2.5","1725","2000","1,124,600","4800",NA,"750923","500",37.755009,-122.390599
"1058",80740829,"[""37.755031"",""-122.390251""]","1011 23rd St APT 7",94107,"San Francisco","CA","1","1.5","1605","2000","1,124,600","4000",NA,"591524","500""zpid""",37.755031,-122.390251
"1059",89239679,"[""37.744018"",""-122.424827""]","200 29th St UNIT 5",94131,"San Francisco","CA","2","3","1890","2004","1,751,900","6500",NA,"1102582","500",37.744018,-122.424827
"1060",2100062143,"[""37.743308"",""-122.429053""]","403 29th St # 5",94131,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,751,900","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.743308,-122.429053
"1061",2123696152,"[""37.753181"",""-122.426208""]","3743 1/2 23rd St",94114,"San Francisco","CA","1","1","2500","UNKNOWN","1,718,500","6500",NA,"UNKNOWN","500""zpid""",37.753181,-122.426208
"1062",2103866922,"[""37.74563"",""-122.4258""]","150 28th St APT 8",94131,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,751,900","3495",NA,"UNKNOWN","500""zpid""",37.74563,-122.4258
"1063",83152832,"[""37.743552"",""-122.42501""]","215 1/2 29th St",94131,"San Francisco","CA","1","1","990","1900","1,751,900","3950",NA,"241904","500""zpid""",37.743552,-122.42501
"1064",67394462,"[""37.755858"",""-122.413517""]","2900 22nd St APT 6",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","865","2003","1,167,700","3995",NA,"479108","500""zpid""",37.755858,-122.413517
"1065",2123696152,"[""37.753181"",""-122.426208""]","3743 1/2 23rd St",94114,"San Francisco","CA","1","1","2500","UNKNOWN","1,718,500","6500",NA,"UNKNOWN","500""zpid""",37.753181,-122.426208
"1066",2124263610,"[""37.760754"",""-122.489889""]","1415 31st Ave APT 1",94122,"San Francisco","CA","3","1.5","UNKNOWN","UNKNOWN","1,111,300","3900",NA,"UNKNOWN","500""zpid""",37.760754,-122.489889
"1067",2114575688,"[""37.742417"",""-122.422179""]","6 30th St",94110,"San Francisco","CA","9","3","2800","1908","1,214,400","5500",NA,"UNKNOWN","500""zpid""",37.742417,-122.422179
"1068",15092187,"[""37.780561"",""-122.490882""]","464 31st Ave # 2",94121,"San Francisco","CA","UNKNOWN","5","3990","1969","1,480,400","7000",NA,"1630351","500""zpid""",37.780561,-122.490882
"1069",80752065,"[""37.744018"",""-122.424827""]","200 29th St UNIT 8",94131,"San Francisco","CA","3","2","2076","2004","1,751,900","6995",NA,"1248896","500",37.744018,-122.424827
"1070",2127838058,"[""37.744018"",""-122.424842""]","200 29th St UNIT 8",94131,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,751,900","6500",NA,"UNKNOWN","500",37.744018,-122.424842
"1071",2132035247,"[""37.744003"",""-122.424834""]","200 29th St # 8",94131,"San Francisco","CA","3","2.5","2076","UNKNOWN","1,751,900","6500",NA,"UNKNOWN","500""zpid""",37.744003,-122.424834
"1072",119685500,"[""37.785236"",""-122.482627""]","130 23rd Ave APT 4",94121,"San Francisco","CA","2","1","885","1965","2,202,400","3750",NA,"190500","500",37.785236,-122.482627
"1073",2098966330,"[""37.779312"",""-122.4822""]","442 23rd Ave APT 4",94121,"San Francisco","CA","2","1.5","839","UNKNOWN","1,480,400","UNKNOWN",NA,"UNKNOWN","500",37.779312,-122.4822
"1074",2099555093,"[""37.75384"",""-122.4806""]","1800 23rd Ave APT 4",94122,"San Francisco","CA","2","1","1000","1950","1,111,300","UNKNOWN",NA,"UNKNOWN","500",37.75384,-122.4806
"1075",2103004834,"[""37.78344"",""-122.4825""]","228 23rd Ave APT 4",94121,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,480,400","3100",NA,"UNKNOWN","500",37.78344,-122.4825
"1076",2127137102,"[""37.778804"",""-122.482818""]","471 23rd Ave APT 4",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","4000",NA,"UNKNOWN","500""zpid""",37.778804,-122.482818
"1077",15090790,"[""37.783447"",""-122.488483""]","311 28th Ave APT 1",94121,"San Francisco","CA","1","1","665","1923","1,480,400","3350",NA,"239134","500",37.783447,-122.488483
"1078",2097473072,"[""37.778534"",""-122.488171""]","573 28th Ave APT 1",94121,"San Francisco","CA","2","2","1000","1974","1,480,400","UNKNOWN",NA,"UNKNOWN","500",37.778534,-122.488171
"1079",2101319537,"[""37.77858"",""-122.4875""]","570 28th Ave APT 1",94121,"San Francisco","CA","2","1","850","1924","1,480,400","3300",NA,"UNKNOWN","500""zpid""",37.77858,-122.4875
"1080",80741140,"[""37.744118"",""-122.423813""]","168 29th St APT 3",94110,"San Francisco","CA","3","2","1547","2005","1,751,900","6400",NA,"1234345","500",37.744118,-122.423813
"1081",89238278,"[""37.744018"",""-122.424827""]","200 29th St UNIT 3",94131,"San Francisco","CA","2","2.5","1437","2004","1,751,900","5800",NA,"968252","500",37.744018,-122.424827
"1082",111932444,"[""37.744121"",""-122.423713""]","166 29th St APT 3",94110,"San Francisco","CA","3","2","1540","2009","1,751,900","5100",NA,"831481","500",37.744121,-122.423713
"1083",2104905858,"[""37.743286"",""-122.429406""]","421 29th St # 3",94131,"San Francisco","CA","2","1","1100","1910","1,751,900","UNKNOWN",NA,"UNKNOWN","500",37.743286,-122.429406
"1084",2119819906,"[""37.743986"",""-122.422453""]","96 29th St APT 3",94110,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,214,400","3750",NA,"UNKNOWN","500""zpid""",37.743986,-122.422453
"1085",15089033,"[""37.786575"",""-122.48447""]","155 24th Ave APT 4",94121,"San Francisco","CA","3","2","1557","1921","2,202,400","7500",NA,"1657464","500",37.786575,-122.48447
"1086",2100448764,"[""37.78298"",""-122.4835""]","350 24th Ave APT 4",94121,"San Francisco","CA","2","1.5","UNKNOWN","UNKNOWN","1,480,400","3800",NA,"UNKNOWN","500",37.78298,-122.4835
"1087",2127382669,"[""37.778618"",""-122.483884""]","579 24th Ave APT 4",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","3250",NA,"UNKNOWN","500""zpid""",37.778618,-122.483884
"1088",80745197,"[""37.755009"",""-122.390599""]","1099 23rd St APT 5",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","1637","2000","1,124,600","4600",NA,"799270","500",37.755009,-122.390599
"1089",80752645,"[""37.755032"",""-122.390251""]","1011 23rd St APT 5",94107,"San Francisco","CA","1","1","1084","2000","1,124,600","4250",NA,"664970","500""zpid""",37.755032,-122.390251
"1090",121338856,"[""37.785236"",""-122.482627""]","130 23rd Ave APT 6",94121,"San Francisco","CA","2","1","885","1965","2,202,400","3750",NA,"149708","500",37.785236,-122.482627
"1091",2100279457,"[""37.778804"",""-122.482818""]","471 23rd Ave APT 6",94121,"San Francisco","CA","2","1","UNKNOWN","1964","1,480,400","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.778804,-122.482818
"1092",118485253,"[""37.785236"",""-122.482627""]","130 23rd Ave APT 3",94121,"San Francisco","CA","2","1","896","1965","2,202,400","3750",NA,"149725","500",37.785236,-122.482627
"1093",2102411976,"[""37.779489"",""-122.482872""]","431 23rd Ave APT 3",94121,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,480,400","3000",NA,"UNKNOWN","500",37.779489,-122.482872
"1094",2118456971,"[""37.777212"",""-122.494792""]","471 23rd Ave APT 3",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,187,700","4500",NA,"UNKNOWN","500""zpid""",37.777212,-122.494792
"1095",63133081,"[""37.756035"",""-122.4125""]","2900 22nd St APT 7",94110,"San Francisco","CA","1","2","845","2003","1,167,700","4200",NA,"784364","500",37.756035,-122.4125
"1096",2116452636,"[""37.755113"",""-122.42349""]","3415 22nd St APT 7",94110,"San Francisco","CA","0","1","400","UNKNOWN","1,167,700","2610",NA,"UNKNOWN","500""zpid""",37.755113,-122.42349
"1097",15089030,"[""37.786573"",""-122.484458""]","155 24th Ave APT 1",94121,"San Francisco","CA","3","2","1556","1921","2,202,400","6134",NA,"685184","500",37.786573,-122.484458
"1098",15090909,"[""37.782745"",""-122.48419""]","361 24th Ave # 1",94121,"San Francisco","CA","2","1","767","1992","1,480,400","3750",NA,"576706","500",37.782745,-122.48419
"1099",15090941,"[""37.782777"",""-122.483525""]","362 24th Ave # 1",94121,"San Francisco","CA","2","1","930","1993","1,480,400","3900",NA,"488962","500",37.782777,-122.483525
"1100",15101805,"[""37.764139"",""-122.482868""]","1255 24th Ave APT 1",94122,"San Francisco","CA","UNKNOWN","4","3288","1957","1,111,300","5500",NA,"1021279","500",37.764139,-122.482868
"1101",52389920,"[""37.782914"",""-122.483535""]","354 24th Ave # 1",94121,"San Francisco","CA","4","3","1960","2000","1,480,400","5500",NA,"1003216","500",37.782914,-122.483535
"1102",2102338531,"[""37.782569"",""-122.483512""]","374 24th Ave # 1",94121,"San Francisco","CA","4","3","2051","2002","1,480,400","5500",NA,"UNKNOWN","500",37.782569,-122.483512
"1103",2126454669,"[""37.781276"",""-122.484077""]","441 24th Ave APT 1",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","2995",NA,"UNKNOWN","500""zpid""",37.781276,-122.484077
"1104",15089032,"[""37.786575"",""-122.48447""]","155 24th Ave APT 3",94121,"San Francisco","CA","2","2","1556","1921","2,202,400","5696",NA,"704157","500",37.786575,-122.48447
"1105",15090911,"[""37.782745"",""-122.48419""]","361 24th Ave # 3",94121,"San Francisco","CA","4","3","1621","1992","1,480,400","4995",NA,"476012","500",37.782745,-122.48419
"1106",15090943,"[""37.782777"",""-122.483525""]","362 24th Ave # 3",94121,"San Francisco","CA","4","3","1870","1993","1,480,400","5000",NA,"460740","500",37.782777,-122.483525
"1107",54854542,"[""37.782914"",""-122.483535""]","354 24th Ave # 3",94121,"San Francisco","CA","3","2","1500","2000","1,480,400","4675",NA,"1098375","500",37.782914,-122.483535
"1108",2104499188,"[""37.782571"",""-122.48351""]","374 24th Ave # 3",94121,"San Francisco","CA","2","2","1076","2002","1,480,400","4100",NA,"UNKNOWN","500",37.782571,-122.48351
"1109",2118727785,"[""37.778618"",""-122.483884""]","579 24th Ave APT 3",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","3250",NA,"UNKNOWN","500""zpid""",37.778618,-122.483884
"1110",50880614,"[""37.77772"",""-122.48209""]","526 23rd Ave # 1",94121,"San Francisco","CA","3","2","1428","1999","1,480,400","4500",NA,"658222","500",37.77772,-122.48209
"1111",59700298,"[""37.763738"",""-122.481149""]","1282 23rd Ave # 1",94122,"San Francisco","CA","UNKNOWN","UNKNOWN","959","2002","1,111,300","4150",NA,"389689","500",37.763738,-122.481149
"1112",118486395,"[""37.785236"",""-122.482627""]","130 23rd Ave APT 1",94121,"San Francisco","CA","2","1","896","1965","2,202,400","3750",NA,"149708","500",37.785236,-122.482627
"1113",2100549888,"[""37.753838"",""-122.480566""]","1800 23rd Ave APT 1",94122,"San Francisco","CA","2","1","1100","UNKNOWN","1,111,300","3400",NA,"UNKNOWN","500",37.753838,-122.480566
"1114",2104967094,"[""37.78134"",""-122.4827""]","335 23rd Ave APT 1",94121,"San Francisco","CA","1","1","925","UNKNOWN","1,480,400","3525",NA,"UNKNOWN","500",37.78134,-122.4827
"1115",2105580941,"[""37.7812"",""-122.483001""]","327 23rd Ave APT 1",94121,"San Francisco","CA","1","1","780","UNKNOWN","1,480,400","3148",NA,"UNKNOWN","500""zpid""",37.7812,-122.483001
"1116",50880615,"[""37.777719"",""-122.482086""]","526 23rd Ave # 2",94121,"San Francisco","CA","3","3","1736","1999","1,480,400","4995",NA,"796138","500",37.777719,-122.482086
"1117",59700299,"[""37.763738"",""-122.481147""]","1282 23rd Ave # 2",94122,"San Francisco","CA","UNKNOWN","UNKNOWN","1140","2002","1,111,300","3995",NA,"463214","500",37.763738,-122.481147
"1118",119685277,"[""37.785236"",""-122.482627""]","130 23rd Ave APT 2",94121,"San Francisco","CA","2","1","885","1965","2,202,400","3750",NA,"149725","500",37.785236,-122.482627
"1119",2098178646,"[""37.778804"",""-122.482818""]","471 23rd Ave APT 2",94121,"San Francisco","CA","1","1","1","1964","1,480,400","UNKNOWN",NA,"UNKNOWN","500",37.778804,-122.482818
"1120",2098384656,"[""37.753838"",""-122.480566""]","1800 23rd Ave APT 2",94122,"San Francisco","CA","2","1","1000","1930","1,111,300","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.753838,-122.480566
"1121",80754153,"[""37.744117"",""-122.423812""]","168 29th St APT 4",94110,"San Francisco","CA","3","2","1547","2005","1,751,900","6400",NA,"1251383","500",37.744117,-122.423812
"1122",89237560,"[""37.744018"",""-122.424827""]","200 29th St UNIT 4",94131,"San Francisco","CA","2","2","1266","2004","1,751,900","5500",NA,"1036078","500",37.744018,-122.424827
"1123",2100085391,"[""37.743308"",""-122.429053""]","403 29th St # 4",94131,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,751,900","UNKNOWN",NA,"UNKNOWN","500",37.743308,-122.429053
"1124",2106345244,"[""37.743297"",""-122.429222""]","407 29th St APT 4",94131,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,751,900","3195",NA,"UNKNOWN","500",37.743297,-122.429222
"1125",2125094796,"[""37.743526"",""-122.42546""]","233 29th St APT 4",94131,"San Francisco","CA","1","1","850","UNKNOWN","1,751,900","3480",NA,"UNKNOWN","500""zpid""",37.743526,-122.42546
"1126",15090791,"[""37.783446"",""-122.488485""]","311 28th Ave APT 2",94121,"San Francisco","CA","2","1","781","1923","1,480,400","3595",NA,"293480","500",37.783446,-122.488485
"1127",15090830,"[""37.782129"",""-122.487935""]","390 28th Ave APT 2",94121,"San Francisco","CA","UNKNOWN","UNKNOWN","1140","1924","1,480,400","4100",NA,"72162","500",37.782129,-122.487935
"1128",2101395725,"[""37.77858"",""-122.4875""]","570 28th Ave APT 2",94121,"San Francisco","CA","2","3","1605","1924","1,480,400","4800",NA,"UNKNOWN","500""zpid""",37.77858,-122.4875
"1129",2106977342,"[""37.7416"",""-122.4304""]","471 30th St APT 3",94131,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","1,628,900","2450",NA,"UNKNOWN","500""zpid""",37.7416,-122.4304
"1130",2104765265,"[""37.747211"",""-122.425819""]","226 27th St APT 9",94131,"San Francisco","CA","2","1","700","UNKNOWN","1,751,900","3950",NA,"UNKNOWN","500""zpid""",37.747211,-122.425819
"1131",2105781913,"[""37.747211"",""-122.425827""]","226 27th St APT 8",94131,"San Francisco","CA","2","1","UNKNOWN","1963","1,751,900","4400",NA,"UNKNOWN","500""zpid""",37.747211,-122.425827
"1132",2098894945,"[""37.747082"",""-122.421597""]","7 27th St",94110,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,214,400","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.747082,-122.421597
"1133",15145911,"[""37.755858"",""-122.41482""]","3014 22nd St # 1",94110,"San Francisco","CA","3","2","1430","1994","1,167,700","5500",NA,"284569","500",37.755858,-122.41482
"1134",15151283,"[""37.755676"",""-122.410929""]","2825 22nd St # 1",94110,"San Francisco","CA","2","2","1375","1900","1,167,700","4400",NA,"360467","500",37.755676,-122.410929
"1135",64969371,"[""37.757367"",""-122.401592""]","2036 22nd St # 1",94107,"San Francisco","CA","2","2","1024","1906","1,264,000","4450",NA,"733748","500",37.757367,-122.401592
"1136",64972442,"[""37.755014"",""-122.42168""]","3321 22nd St # 1",94110,"San Francisco","CA","3","2","1420","1990","1,167,700","4350",NA,"327329","500",37.755014,-122.42168
"1137",67394594,"[""37.755886"",""-122.412355""]","2900 22nd St APT 1",94110,"San Francisco","CA","1","2","1133","2003","1,167,700","4200",NA,"479701","500",37.755886,-122.412355
"1138",96047696,"[""37.755359"",""-122.416275""]","3089 22nd St # 1",94110,"San Francisco","CA","3","2","1355","2009","1,167,700","5750",NA,"972354","500",37.755359,-122.416275
"1139",2098093137,"[""37.75602"",""-122.408298""]","2697 22nd St # 1",94110,"San Francisco","CA","3","2","1295","UNKNOWN","1,167,700","UNKNOWN",NA,"UNKNOWN","500",37.75602,-122.408298
"1140",2098096943,"[""37.756022"",""-122.408276""]","2695 22nd St # 1",94110,"San Francisco","CA","3","2","1399","UNKNOWN","1,167,700","UNKNOWN",NA,"UNKNOWN","500",37.756022,-122.408276
"1141",2114936835,"[""37.755878"",""-122.415008""]","3024 22nd St APT 1",94110,"San Francisco","CA","1","1","750","UNKNOWN","1,167,700","3470",NA,"UNKNOWN","500",37.755878,-122.415008
"1142",2116325352,"[""37.755443"",""-122.41497""]","3027 22nd St APT 1",94110,"San Francisco","CA","2","1","1900","UNKNOWN","1,167,700","4295",NA,"UNKNOWN","500""zpid""",37.755443,-122.41497
"1143",59779779,"[""37.753526"",""-122.426126""]","3732 23rd St APT 4",94114,"San Francisco","CA","1","1","476","1890","1,718,500","3300",NA,"326959","500",37.753526,-122.426126
"1144",80623067,"[""37.755009"",""-122.390599""]","1099 23rd St APT 4",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","1587","2000","1,124,600","4500",NA,"773690","500",37.755009,-122.390599
"1145",80625420,"[""37.755031"",""-122.390251""]","1011 23rd St APT 4",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","1565","2000","1,124,600","4500",NA,"658412","500",37.755031,-122.390251
"1146",82785746,"[""37.752166"",""-122.442184""]","4483 23rd St APT 4",94114,"San Francisco","CA","2","1","924","1968","1,751,900","4250",NA,"655748","500",37.752166,-122.442184
"1147",2111710130,"[""37.752676"",""-122.441886""]","4454 23rd St APT 4",94114,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,751,900","4900",NA,"UNKNOWN","500""zpid""",37.752676,-122.441886
"1148",15090792,"[""37.783446"",""-122.488485""]","311 28th Ave APT 3",94121,"San Francisco","CA","1","1","665","1923","1,480,400","3350",NA,"232914","500",37.783446,-122.488485
"1149",15090831,"[""37.782129"",""-122.487935""]","390 28th Ave APT 3",94121,"San Francisco","CA","UNKNOWN","UNKNOWN","1326","1924","1,480,400","4400",NA,"83958","500",37.782129,-122.487935
"1150",15093702,"[""37.778603"",""-122.488177""]","569 28th Ave # 3",94121,"San Francisco","CA","UNKNOWN","4","3534","1976","1,480,400","5500",NA,"677568","500""zpid""",37.778603,-122.488177
"1151",15152176,"[""37.754501"",""-122.398946""]","1903 23rd St APT 3",94107,"San Francisco","CA","2","1","1107","1906","1,264,000","4500",NA,"791059","500",37.754501,-122.398946
"1152",59700453,"[""37.753526"",""-122.426126""]","3732 23rd St APT 3",94114,"San Francisco","CA","1","1","360","1890","1,718,500","3200",NA,"249054","500",37.753526,-122.426126
"1153",80744317,"[""37.755009"",""-122.390599""]","1099 23rd St APT 3",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","898","2000","1,124,600","4250",NA,"496854","500",37.755009,-122.390599
"1154",80745864,"[""37.755031"",""-122.390251""]","1011 23rd St APT 3",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","1092","2000","1,124,600","4495",NA,"749312","500",37.755031,-122.390251
"1155",82785745,"[""37.752166"",""-122.442184""]","4483 23rd St APT 3",94114,"San Francisco","CA","2","1","924","1968","1,751,900","4000",NA,"739320","500",37.752166,-122.442184
"1156",2142482922,"[""37.752167"",""-122.442184""]","4483 23rd St APT 3",94114,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,751,900","5500",NA,"UNKNOWN","500""zpid""",37.752167,-122.442184
"1157",15089031,"[""37.786575"",""-122.48447""]","155 24th Ave APT 2",94121,"San Francisco","CA","2","2","1417","1921","2,202,400","5200",NA,"609811","500",37.786575,-122.48447
"1158",15090910,"[""37.782747"",""-122.484183""]","361 24th Ave # 2",94121,"San Francisco","CA","2","1","788","1992","1,480,400","3695",NA,"337531","500",37.782747,-122.484183
"1159",15090942,"[""37.782777"",""-122.483524""]","362 24th Ave # 2",94121,"San Francisco","CA","2","1","930","1992","1,480,400","4000",NA,"685000","500",37.782777,-122.483524
"1160",15092018,"[""37.781529"",""-122.483437""]","426 24th Ave APT 2",94121,"San Francisco","CA","8","5","3790","1987","1,480,400","5825",NA,"927512","500",37.781529,-122.483437
"1161",52355636,"[""37.782913"",""-122.483535""]","354 24th Ave # 2",94121,"San Francisco","CA","3","2","1639","2000","1,480,400","4950",NA,"1039978","500",37.782913,-122.483535
"1162",2100473815,"[""37.78298"",""-122.4835""]","350 24th Ave APT 2",94121,"San Francisco","CA","2","1.5","1100","UNKNOWN","1,480,400","4000",NA,"UNKNOWN","500",37.78298,-122.4835
"1163",2102641483,"[""37.77862"",""-122.4839""]","579 24th Ave APT 2",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","3250",NA,"UNKNOWN","500""zpid""",37.77862,-122.4839
"1164",15090793,"[""37.783446"",""-122.488485""]","311 28th Ave APT 4",94121,"San Francisco","CA","2","1","781","1923","1,480,400","3595",NA,"272183","500",37.783446,-122.488485
"1165",15090832,"[""37.782127"",""-122.487926""]","390 28th Ave APT 4",94121,"San Francisco","CA","2","1","900","1924","1,480,400","4000",NA,"72162","500",37.782127,-122.487926
"1166",2101130929,"[""37.77858"",""-122.4875""]","570 28th Ave APT 4",94121,"San Francisco","CA","2","1","825","1924","1,480,400","3350",NA,"UNKNOWN","500""zpid""",37.77858,-122.4875
"1167",2103844737,"[""37.742511"",""-122.42366""]","112 30th St APT 2",94110,"San Francisco","CA","2","1","930","UNKNOWN","1,751,900","4200",NA,"UNKNOWN","500""zpid""",37.742511,-122.42366
"1168",2123184729,"[""37.779224"",""-122.487564""]","532 28th Ave APT 6",94121,"San Francisco","CA","1","1","610","UNKNOWN","1,480,400","3100",NA,"UNKNOWN","500""zpid""",37.779224,-122.487564
"1169",2112975650,"[""37.760856"",""-122.488494""]","1414 30th Ave APT 5",94122,"San Francisco","CA","3","2","UNKNOWN","UNKNOWN","1,111,300","4400",NA,"UNKNOWN","500""zpid""",37.760856,-122.488494
"1170",2102870287,"[""37.747211"",""-122.425827""]","226 27th St APT 4",94131,"San Francisco","CA","3","2","1204","1963","1,751,900","4995",NA,"UNKNOWN","500""zpid""",37.747211,-122.425827
"1171",121339128,"[""37.745616"",""-122.425537""]","138 28th St APT 3",94131,"San Francisco","CA","1","1","609","1950","1,751,900","3695",NA,"586488","500",37.745616,-122.425537
"1172",125309644,"[""37.745769"",""-122.42324""]","40 28th St APT 3",94110,"San Francisco","CA","1","1","623","1938","1,751,900","3400",NA,"391643","500",37.745769,-122.42324
"1173",2113146757,"[""37.745616"",""-122.425537""]","138 28th St APT 3",94131,"San Francisco","CA","1","UNKNOWN","775","1950","1,751,900","4000",NA,"UNKNOWN","500",37.745616,-122.425537
"1174",2123587065,"[""37.745441"",""-122.428527""]","280 28th St APT 3",94131,"San Francisco","CA","3","2","1036","1971","1,751,900","4500",NA,"UNKNOWN","500""zpid""",37.745441,-122.428527
