"","zpid","latlon","street","zipcode","city","state","bedrooms","bathrooms","finishedSqFt","yearBuilt","price","rent","tax.year","tax","hoa","lat","lon"
"1",59700363,"[""37.770771"",""-122.413081""]","374 11th St UNIT 6",94103,"San Francisco","CA","2","2.5","2095","2001","957,300","5500",NA,"783296","500""zpid""",37.770771,-122.413081
"2",2125641248,"[""37.784824"",""-122.469749""]","190 11th Ave APT 8",94118,"San Francisco","CA","1","1","750","UNKNOWN","2,202,400","3225",NA,"UNKNOWN","500""zpid""",37.784824,-122.469749
"3",2128696496,"[""37.784824"",""-122.469749""]","190 11th Ave APT 7",94118,"San Francisco","CA","2","1","850","1927","2,202,400","4000",NA,"UNKNOWN","500""zpid""",37.784824,-122.469749
"4",59700360,"[""37.770771"",""-122.413081""]","374 11th St UNIT 3",94103,"San Francisco","CA","0","1.5","991","2001","957,300","4000",NA,"729988","500""zpid""",37.770771,-122.413081
"5",59700358,"[""37.770776"",""-122.413081""]","374 11th St UNIT 1",94103,"San Francisco","CA","2","2.5","1387","2001","957,300","4500",NA,"804316","500""zpid""",37.770776,-122.413081
"6",59700361,"[""37.770771"",""-122.413081""]","374 11th St UNIT 4",94103,"San Francisco","CA","3","2.5","1798","2001","957,300","5999",NA,"922148","500""zpid""",37.770771,-122.413081
"7",2118385959,"[""37.78482"",""-122.4697""]","190 11th Ave APT 6",94118,"San Francisco","CA","1","1","750","1926","2,202,400","3225",NA,"UNKNOWN","500""zpid""",37.78482,-122.4697
"8",80738582,"[""37.770238"",""-122.414041""]","358 12th St # 7",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","823","1997","957,300","4050",NA,"93380","500""zpid""",37.770238,-122.414041
"9",80739023,"[""37.770238"",""-122.414041""]","358 12th St # 3",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","678","1997","957,300","3995",NA,"77814","500""zpid""",37.770238,-122.414041
"10",64969130,"[""37.770238"",""-122.414041""]","358 12th St # 8",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","731","1997","957,300","4000",NA,"82064","500""zpid""",37.770238,-122.414041
"11",15090253,"[""37.784373"",""-122.479848""]","195 20th Ave APT 9",94121,"San Francisco","CA","1","1","638","1993","2,202,400","3450",NA,"344282","500""zpid""",37.784373,-122.479848
"12",15090251,"[""37.784373"",""-122.479848""]","195 20th Ave APT 7",94121,"San Francisco","CA","1","1","652","1993","2,202,400","3400",NA,"284875","500""zpid""",37.784373,-122.479848
"13",15126546,"[""37.73601"",""-122.474075""]","2790 19th Ave UNIT 7",94132,"San Francisco","CA","2","2","1240","1979","1,551,600","4214",NA,"646562","500""zpid""",37.73601,-122.474075
"14",2099924383,"[""37.76454"",""-122.479""]","1240 21st Ave APT 7",94122,"San Francisco","CA","1","1","1100","UNKNOWN","1,111,300","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.76454,-122.479
"15",15089079,"[""37.787029"",""-122.48123""]","1 21st Ave",94121,"San Francisco","CA","UNKNOWN","4","5663","1932","2,202,400","19361",NA,"350028","500""zpid""",37.787029,-122.48123
"16",80756353,"[""37.758632"",""-122.416126""]","3365 20th St APT 7",94110,"San Francisco","CA","1","2","1250","2003","1,167,700","4500",NA,"796780","500""zpid""",37.758632,-122.416126
"17",15089139,"[""37.786739"",""-122.479511""]","2 20th Ave",94121,"San Francisco","CA","6","5","4572","1911","2,202,400","20203",NA,"3219629","500""zpid""",37.786739,-122.479511
"18",15090252,"[""37.784373"",""-122.479848""]","195 20th Ave APT 8",94121,"San Francisco","CA","1","1","740","1993","2,202,400","3500",NA,"321662","500",37.784373,-122.479848
"19",2116896244,"[""37.77985"",""-122.479""]","420 20th Ave APT 8",94121,"San Francisco","CA","0","1","450","UNKNOWN","1,480,400","2706",NA,"UNKNOWN","500""zpid""",37.77985,-122.479
"20",2099147512,"[""37.78347"",""-122.4804""]","232 21st Ave APT 5",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","UNKNOWN",NA,"UNKNOWN","500",37.78347,-122.4804
"21",2126620005,"[""37.784297"",""-122.48056""]","190 21st Ave APT 5",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","2,202,400","2995",NA,"UNKNOWN","500""zpid""",37.784297,-122.48056
"22",80733429,"[""37.757198"",""-122.411804""]","2875 21st St APT 6",94110,"San Francisco","CA","1","1.5","1110","1999","1,167,700","4500",NA,"806174","500",37.757198,-122.411804
"23",2099937764,"[""37.756625"",""-122.421629""]","3321 21st St APT 6",94110,"San Francisco","CA","0","1","350","UNKNOWN","1,167,700","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.756625,-122.421629
"24",15145709,"[""37.757173"",""-122.420027""]","3248 21st St # 1",94110,"San Francisco","CA","3","3","1410","1997","1,167,700","6250",NA,"810336","500",37.757173,-122.420027
"25",15145712,"[""37.757178"",""-122.419942""]","3246 21st St # 1",94110,"San Francisco","CA","3","3","1440","1997","1,167,700","6500",NA,"1274974","500",37.757178,-122.419942
"26",15145715,"[""37.757168"",""-122.420112""]","3250 21st St # 1",94110,"San Francisco","CA","3","2","1393","1997","1,167,700","5875",NA,"738730","500",37.757168,-122.420112
"27",2099048515,"[""37.75648"",""-122.4249""]","3471 21st St APT 1",94110,"San Francisco","CA","2","1","1200","1959","1,167,700","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.75648,-122.4249
"28",15150533,"[""37.759533"",""-122.400651""]","1919 20th St APT 5",94107,"San Francisco","CA","1","1","754","1963","1,264,000","3600",NA,"485524","500",37.759533,-122.400651
"29",67394648,"[""37.758243"",""-122.42171""]","3615 20th St APT 5",94110,"San Francisco","CA","2","2","1013","2003","1,167,700","4850",NA,"896532","500",37.758243,-122.42171
"30",80745791,"[""37.758632"",""-122.416126""]","3365 20th St APT 5",94110,"San Francisco","CA","2","2","1269","2002","1,167,700","5500",NA,"1030178","500""zpid""",37.758632,-122.416126
"31",83153580,"[""37.770378"",""-122.401062""]","888 7th St # L08",94107,"San Francisco","CA","UNKNOWN","1","495","2007","957,300","3550",NA,"310726","500""zpid""",37.770378,-122.401062
"32",79845761,"[""37.762081"",""-122.389007""]","638 19th St UNIT 3",94107,"San Francisco","CA","3","2","1559","2007","1,124,600","6200",NA,"750744","500",37.762081,-122.389007
"33",89237968,"[""37.759197"",""-122.438369""]","4400 19th St APT 3",94114,"San Francisco","CA","0","1","495","1888","1,718,500","3400",NA,"441978","500",37.759197,-122.438369
"34",89238257,"[""37.760635"",""-122.424362""]","3620 19th St APT 3",94110,"San Francisco","CA","2","2.5","1280","2008","1,167,700","6250",NA,"1400008","500",37.760635,-122.424362
"35",2099774735,"[""37.75986"",""-122.4295""]","3856 19th St APT 3",94114,"San Francisco","CA","1","1","705","1961","1,718,500","UNKNOWN",NA,"UNKNOWN","500",37.75986,-122.4295
"36",2100644685,"[""37.75923"",""-122.433""]","4011 19th St APT 3",94114,"San Francisco","CA","1","1","611","1955","1,718,500","3195",NA,"UNKNOWN","500",37.75923,-122.433
"37",2116103039,"[""37.75978"",""-122.423133""]","3579 19th St APT 3",94110,"San Francisco","CA","1","1","700","UNKNOWN","1,167,700","3375",NA,"UNKNOWN","500",37.75978,-122.423133
"38",2124686122,"[""37.759998"",""-122.419708""]","3425 19th St APT 3",94110,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,167,700","2900",NA,"UNKNOWN","500""zpid""",37.759998,-122.419708
"39",80737892,"[""37.758632"",""-122.416126""]","3365 20th St APT 8",94110,"San Francisco","CA","2","2","1221","2002","1,167,700","5500",NA,"1070978","500",37.758632,-122.416126
"40",2123813760,"[""37.758838"",""-122.419662""]","3520 20th St APT 8",94110,"San Francisco","CA","2","2","UNKNOWN","UNKNOWN","1,167,700","6350",NA,"UNKNOWN","500""zpid""",37.758838,-122.419662
"41",63197237,"[""37.759361"",""-122.429588""]","3867 19th St # 1",94114,"San Francisco","CA","UNKNOWN","4","1022","1989","1,718,500","4450",NA,"279317","500",37.759361,-122.429588
"42",67448507,"[""37.759519"",""-122.434249""]","4070 19th St # 1",94114,"San Francisco","CA","2","2","1753","2003","1,718,500","5750",NA,"1023356","500",37.759519,-122.434249
"43",79847644,"[""37.762081"",""-122.389007""]","638 19th St UNIT 1",94107,"San Francisco","CA","3","2","1514","2007","1,124,600","5500",NA,"389348","500",37.762081,-122.389007
"44",89237165,"[""37.759199"",""-122.438365""]","4400 19th St APT 1",94114,"San Francisco","CA","1","1","740","1904","1,718,500","3975",NA,"652716","500",37.759199,-122.438365
"45",89239526,"[""37.760635"",""-122.424362""]","3620 19th St APT 1",94110,"San Francisco","CA","2","2","1280","2008","1,167,700","5297",NA,"889330","500",37.760635,-122.424362
"46",2100901525,"[""37.759232"",""-122.432963""]","4011 19th St APT 1",94114,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,718,500","3995",NA,"UNKNOWN","500",37.759232,-122.432963
"47",2102857243,"[""37.75973"",""-122.4288""]","3822 19th St APT 1",94114,"San Francisco","CA","2","2","UNKNOWN","UNKNOWN","1,718,500","4395",NA,"UNKNOWN","500""zpid""",37.75973,-122.4288
"48",15129215,"[""37.760305"",""-122.44041""]","4547 18th St # 2",94114,"San Francisco","CA","UNKNOWN","2","1798","1985","1,718,500","5750",NA,"1014056","500",37.760305,-122.44041
"49",15144245,"[""37.761499"",""-122.428927""]","3818 18th St # 2",94114,"San Francisco","CA","3","2.5","2046","1992","1,718,500","6980",NA,"746104","500",37.761499,-122.428927
"50",15144653,"[""37.76129"",""-122.4246""]","3637 18th St APT 2",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1592","UNKNOWN","1,167,700","5000",NA,"413052","500",37.76129,-122.4246
"51",59779954,"[""37.762136"",""-122.408479""]","2600 18th St STE 2",94110,"San Francisco","CA","1","1.5","1053","1999","1,167,700","3999",NA,"553124","500",37.762136,-122.408479
"52",61288398,"[""37.759843"",""-122.443755""]","4735 18th St # 2",94114,"San Francisco","CA","3","3","2125","2002","1,718,500","6699",NA,"1497288","500",37.759843,-122.443755
"53",79844626,"[""37.762561"",""-122.394153""]","1125 18th St APT 2",94107,"San Francisco","CA","1","1","559","1914","1,264,000","3500",NA,"312857","500",37.762561,-122.394153
"54",80743467,"[""37.762378"",""-122.413391""]","3118 18th St APT 2",94110,"San Francisco","CA","UNKNOWN","2","963","1998","1,167,700","4199",NA,"466766","500",37.762378,-122.413391
"55",119685990,"[""37.760822"",""-122.432044""]","3967 18th St APT 2",94114,"San Francisco","CA","1","1","726","1923","1,718,500","3900",NA,"682233","500""zpid""",37.760822,-122.432044
"56",67394483,"[""37.756034"",""-122.41249""]","2900 22nd St APT 5",94110,"San Francisco","CA","1","2","888","2003","1,167,700","4050",NA,"673186","500",37.756034,-122.41249
"57",2098505031,"[""37.755272"",""-122.425093""]","3488 22nd St APT 5",94110,"San Francisco","CA","1","1","900","1929","1,167,700","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.755272,-122.425093
"58",2127000082,"[""37.784297"",""-122.48056""]","190 21st Ave APT 3",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","2,202,400","2995",NA,"UNKNOWN","500",37.784297,-122.48056
"59",2127490958,"[""37.781097"",""-122.480842""]","359 21st Ave APT 3",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","3250",NA,"UNKNOWN","500""zpid""",37.781097,-122.480842
"60",59779961,"[""37.762136"",""-122.408479""]","2600 18th St STE 9",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1304","1999","1,167,700","4500",NA,"644712","500",37.762136,-122.408479
"61",80737592,"[""37.761569"",""-122.409446""]","2711 18th St APT 9",94110,"San Francisco","CA","UNKNOWN","1","650","1992","1,167,700","3750",NA,"481565","500",37.761569,-122.409446
"62",80749098,"[""37.762378"",""-122.413391""]","3118 18th St APT 9",94110,"San Francisco","CA","1","1.5","793","1998","1,167,700","3800",NA,"640989","500""zpid""",37.762378,-122.413391
"63",59779960,"[""37.762136"",""-122.408479""]","2600 18th St STE 8",94110,"San Francisco","CA","1","1.5","803","1999","1,167,700","3900",NA,"681364","500",37.762136,-122.408479
"64",80736053,"[""37.761569"",""-122.409446""]","2711 18th St APT 8",94110,"San Francisco","CA","1","1","650","1992","1,167,700","3450",NA,"442496","500",37.761569,-122.409446
"65",80739887,"[""37.762378"",""-122.413391""]","3118 18th St APT 8",94110,"San Francisco","CA","UNKNOWN","2","906","1998","1,167,700","4085",NA,"376961","500",37.762378,-122.413391
"66",2098890813,"[""37.76096"",""-122.4299""]","3875 18th St APT 8",94114,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,718,500","UNKNOWN",NA,"UNKNOWN","500",37.76096,-122.4299
"67",2100925342,"[""37.76146"",""-122.4247""]","3649 18th St APT 8",94110,"San Francisco","CA","1","1","725","1920","1,167,700","3400",NA,"UNKNOWN","500""zpid""",37.76146,-122.4247
"68",2097684327,"[""37.762825"",""-122.474182""]","1345 16th Ave APT 4",94122,"San Francisco","CA","1","1","UNKNOWN","1924","1,348,400","UNKNOWN",NA,"UNKNOWN","500",37.762825,-122.474182
"69",2101127479,"[""37.78408"",""-122.4756""]","205 16th Ave APT 4",94118,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,480,400","3195",NA,"UNKNOWN","500""zpid""",37.78408,-122.4756
"70",15143312,"[""37.764984"",""-122.425208""]","3250 16th St APT 3",94103,"San Francisco","CA","2","1","1041","1983","1,167,700","4000",NA,"175071","500",37.764984,-122.425208
"71",15143319,"[""37.764979"",""-122.425445""]","3256 16th St APT 3",94103,"San Francisco","CA","1","1","753","1983","1,167,700","3495",NA,"159892","500",37.764979,-122.425445
"72",64969131,"[""37.764695"",""-122.429561""]","3444 16th St # 3",94114,"San Francisco","CA","3","3","2200","2000","1,718,500","6750",NA,"1340160","500",37.764695,-122.429561
"73",80747255,"[""37.766197"",""-122.39656""]","999 16th St APT 3",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","1760","1998","1,264,000","4900",NA,"910446","500",37.766197,-122.39656
"74",2109121521,"[""37.76506"",""-122.4236""]","3178 16th St APT 3",94103,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,167,700","4900",NA,"UNKNOWN","500",37.76506,-122.4236
"75",2109245688,"[""37.764484"",""-122.424705""]","3227 16th St APT 3",94103,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,167,700","4500",NA,"UNKNOWN","500",37.764484,-122.424705
"76",2115900715,"[""37.764823"",""-122.42704""]","3322 16th St APT 3",94114,"San Francisco","CA","2","1","850","1907","1,167,700","4200",NA,"UNKNOWN","500",37.764823,-122.42704
"77",2127724738,"[""37.76403"",""-122.432395""]","3571 16th St APT 3",94114,"San Francisco","CA","UNKNOWN","1","UNKNOWN","UNKNOWN","1,718,500","2799",NA,"UNKNOWN","500""zpid""",37.76403,-122.432395
"78",59700362,"[""37.770771"",""-122.413081""]","374 11th St UNIT 5",94103,"San Francisco","CA","2","2.5","1771","2001","957,300","5500",NA,"1001620","500",37.770771,-122.413081
"79",2125397706,"[""37.772533"",""-122.41529""]","230 11th St APT 5",94103,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","957,300","2895",NA,"UNKNOWN","500""zpid""",37.772533,-122.41529
"80",15095037,"[""37.777174"",""-122.470631""]","595 12th Ave APT 8",94118,"San Francisco","CA","1","1","820","1926","1,679,000","3500",NA,"253127","500""zpid""",37.777174,-122.470631
"81",80732368,"[""37.770238"",""-122.414041""]","358 12th St # 4",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","684","1997","957,300","3995",NA,"77814","500""zpid""",37.770238,-122.414041
"82",80743080,"[""37.770236"",""-122.414039""]","3588 12TH St STE 6",94103,"SAN FRANCISCO","CA","UNKNOWN","UNKNOWN","693","1997","957,300","3999",NA,"77814","500""zpid""",37.770236,-122.414039
"83",15095036,"[""37.777174"",""-122.470631""]","595 12th Ave APT 7",94118,"San Francisco","CA","1","1","447","1926","1,679,000","2995",NA,"319403","500""zpid""",37.777174,-122.470631
"84",15095034,"[""37.777174"",""-122.470631""]","595 12th Ave APT 5",94118,"San Francisco","CA","1","1","800","1926","1,679,000","3600",NA,"568656","500""zpid""",37.777174,-122.470631
"85",15095035,"[""37.777174"",""-122.470631""]","595 12th Ave APT 6",94118,"San Francisco","CA","UNKNOWN","1","447","1926","1,679,000","3895",NA,"167294","500""zpid""",37.777174,-122.470631
"86",80752923,"[""37.770238"",""-122.414041""]","358 12th St # 1",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","1445","1997","957,300","4775",NA,"164142","500""zpid""",37.770238,-122.414041
"87",80731097,"[""37.770238"",""-122.414041""]","358 12th St # 2",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","877","1997","957,300","4199",NA,"99042","500""zpid""",37.770238,-122.414041
"88",82958179,"[""37.645871"",""-122.453948""]","2230 Gellert Blvd # 3P03",94080,"South San Francisco","CA","2","2","1026","2007","812,000","3300",NA,"567883","500""zpid""",37.645871,-122.453948
"89",15095031,"[""37.777174"",""-122.470631""]","595 12th Ave APT 2",94118,"San Francisco","CA","0","1","447","1926","1,679,000","3090",NA,"327874","500",37.777174,-122.470631
"90",63196958,"[""37.785501"",""-122.470718""]","130 12th Ave # 2",94118,"San Francisco","CA","3","2","2010","2003","2,202,400","6200",NA,"1339353","500",37.785501,-122.470718
"91",69819023,"[""37.785295"",""-122.470702""]","156 12th Ave # 2",94118,"San Francisco","CA","3","3","2164","2005","2,202,400","7000",NA,"2034860","500",37.785295,-122.470702
"92",116157726,"[""37.765453"",""-122.469429""]","1210 12th Ave APT 2",94122,"San Francisco","CA","UNKNOWN","UNKNOWN","667","UNKNOWN","1,348,400","4150",NA,"426394","500""zpid""",37.765453,-122.469429
"93",15089234,"[""37.786585"",""-122.471309""]","3 12th Ave # 3",94118,"San Francisco","CA","3","2","2060","1922","2,202,400","7000",NA,"1672155","500",37.786585,-122.471309
"94",15091276,"[""37.783985"",""-122.47062""]","226 12th Ave # 3",94118,"San Francisco","CA","UNKNOWN","5","3410","1881","1,679,000","5950",NA,"661125","500",37.783985,-122.47062
"95",15095032,"[""37.777174"",""-122.470631""]","595 12th Ave APT 3",94118,"San Francisco","CA","UNKNOWN","1","447","1926","1,679,000","3950",NA,"483248","500",37.777174,-122.470631
"96",116156572,"[""37.765482"",""-122.469592""]","1210 12th Ave APT 3",94122,"San Francisco","CA","UNKNOWN","UNKNOWN","667","UNKNOWN","1,348,400","4070",NA,"520188","500",37.765482,-122.469592
"97",2101613972,"[""37.774837"",""-122.470106""]","700 12th Ave APT 3",94118,"San Francisco","CA","3","2","UNKNOWN","1921","1,679,000","3995",NA,"UNKNOWN","500""zpid""",37.774837,-122.470106
"98",15095033,"[""37.777171"",""-122.470634""]","595 12th Ave APT 4",94118,"San Francisco","CA","1","1","820","1926","1,679,000","3800",NA,"636752","500",37.777171,-122.470634
"99",116157071,"[""37.765482"",""-122.469592""]","1210 12th Ave APT 4",94122,"San Francisco","CA","UNKNOWN","UNKNOWN","667","UNKNOWN","1,348,400","4150",NA,"279213","500",37.765482,-122.469592
"100",2098879436,"[""37.764605"",""-122.469242""]","1262 12th Ave APT 4",94122,"San Francisco","CA","2","1","1000","1961","1,348,400","UNKNOWN",NA,"UNKNOWN","500",37.764605,-122.469242
"101",2113522014,"[""37.781532"",""-122.471092""]","361 12th Ave APT 4",94118,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,679,000","3532",NA,"UNKNOWN","500""zpid""",37.781532,-122.471092
"102",2107010686,"[""37.76276"",""-122.47395""]","1345 16th Ave APT 2",94122,"San Francisco","CA","1","1","UNKNOWN","1924","1,348,400","4200",NA,"UNKNOWN","500",37.76276,-122.47395
"103",2122256557,"[""37.784076"",""-122.47557""]","205 16th Ave APT 2",94118,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","3250",NA,"UNKNOWN","500""zpid""",37.784076,-122.47557
"104",2104800282,"[""37.76453"",""-122.479011""]","1240 21st Ave APT 6",94122,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,111,300","3400",NA,"UNKNOWN","500",37.76453,-122.479011
"105",2117058268,"[""37.781097"",""-122.480834""]","359 21st Ave APT 6",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","4200",NA,"UNKNOWN","500""zpid""",37.781097,-122.480834
"106",53153353,"[""37.744182"",""-122.478252""]","2331 21st Ave # 2",94116,"San Francisco","CA","4","2","1452","1998","1,094,000","4675",NA,"900000","500",37.744182,-122.478252
"107",2102087308,"[""37.76454"",""-122.479""]","1240 21st Ave APT 2",94122,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,111,300","3400",NA,"UNKNOWN","500""zpid""",37.76454,-122.479
"108",15090250,"[""37.784373"",""-122.479848""]","195 20th Ave APT 6",94121,"San Francisco","CA","1","1","456","1993","2,202,400","2995",NA,"384228","500",37.784373,-122.479848
"109",2101174564,"[""37.7614"",""-122.4782""]","1401 20th Ave APT 6",94122,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,111,300","3100",NA,"UNKNOWN","500",37.7614,-122.4782
"110",2102891239,"[""37.76205"",""-122.4784""]","1381 20th Ave APT 6",94122,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,111,300","3400",NA,"UNKNOWN","500""zpid""",37.76205,-122.4784
"111",79846668,"[""37.762081"",""-122.389007""]","638 19th St UNIT 6",94107,"San Francisco","CA","3","2","1615","2010","1,124,600","6000",NA,"730204","500",37.762081,-122.389007
"112",89238656,"[""37.760635"",""-122.424362""]","3620 19th St APT 6",94110,"San Francisco","CA","2","2","1280","2008","1,167,700","5500",NA,"985752","500",37.760635,-122.424362
"113",2113066926,"[""37.75978"",""-122.423133""]","3579 19th St APT 6",94110,"San Francisco","CA","1","1","725","UNKNOWN","1,167,700","3400",NA,"UNKNOWN","500""zpid""",37.75978,-122.423133
"114",79842958,"[""37.762081"",""-122.389007""]","638 19th St UNIT 7",94107,"San Francisco","CA","3","2","1481","2007","1,124,600","6150",NA,"755792","500",37.762081,-122.389007
"115",89239021,"[""37.760635"",""-122.424362""]","3620 19th St APT 7",94110,"San Francisco","CA","2","2.5","1319","2008","1,167,700","6100",NA,"1218262","500",37.760635,-122.424362
"116",2105976729,"[""37.75973"",""-122.4288""]","3822 19th St APT 7",94114,"San Francisco","CA","2","2","UNKNOWN","UNKNOWN","1,718,500","5100",NA,"UNKNOWN","500""zpid""",37.75973,-122.4288
"117",15127574,"[""37.762735"",""-122.43856""]","4150 17th St APT 9",94114,"San Francisco","CA","2","2","1868","1994","1,449,300","5500",NA,"912924","500",37.762735,-122.43856
"118",15144033,"[""37.763173"",""-122.420047""]","3321 17th St APT 9",94110,"San Francisco","CA","UNKNOWN","1","312","1925","1,167,700","3650",NA,"73517","500",37.763173,-122.420047
"119",59779948,"[""37.765014"",""-122.394343""]","1025 17th St APT 9",94107,"San Francisco","CA","UNKNOWN","2","1234","1999","1,264,000","4500",NA,"661280","500""zpid""",37.765014,-122.394343
"120",15127572,"[""37.762735"",""-122.43856""]","4150 17th St APT 7",94114,"San Francisco","CA","2","2","625","1994","1,449,300","4495",NA,"950810","500",37.762735,-122.43856
"121",15144031,"[""37.763173"",""-122.420047""]","3321 17th St APT 7",94110,"San Francisco","CA","1","1","500","1925","1,167,700","3150",NA,"457927","500",37.763173,-122.420047
"122",59779946,"[""37.765014"",""-122.394343""]","1025 17th St APT 7",94107,"San Francisco","CA","1","1.5","836","1999","1,264,000","4000",NA,"688484","500",37.765014,-122.394343
"123",63165639,"[""37.763146"",""-122.420502""]","3345 17th St APT 7",94110,"San Francisco","CA","1","1","1311","2002","1,167,700","4850",NA,"994376","500""zpid""",37.763146,-122.420502
"124",59779959,"[""37.762136"",""-122.408479""]","2600 18th St STE 7",94110,"San Francisco","CA","2","2.5","1304","1999","1,167,700","4900",NA,"824368","500",37.762136,-122.408479
"125",80739163,"[""37.762378"",""-122.413391""]","3118 18th St APT 7",94110,"San Francisco","CA","1","1.5","974","1998","1,167,700","3995",NA,"568300","500",37.762378,-122.413391
"126",2097819863,"[""37.760954"",""-122.429852""]","3875 18th St APT 7",94114,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,718,500","UNKNOWN",NA,"UNKNOWN","500",37.760954,-122.429852
"127",2102574356,"[""37.761273"",""-122.424864""]","3649 18th St APT 7",94110,"San Francisco","CA","0","1","450","1920","1,167,700","2610",NA,"UNKNOWN","500""zpid""",37.761273,-122.424864
"128",15127573,"[""37.762735"",""-122.43856""]","4150 17th St APT 8",94114,"San Francisco","CA","2","2","1575","1994","1,449,300","5250",NA,"975972","500",37.762735,-122.43856
"129",15144032,"[""37.763173"",""-122.420047""]","3321 17th St APT 8",94110,"San Francisco","CA","1","1","430","1925","1,167,700","3150",NA,"419844","500",37.763173,-122.420047
"130",59779947,"[""37.765014"",""-122.394343""]","1025 17th St APT 8",94107,"San Francisco","CA","1","2","829","1999","1,264,000","4000",NA,"600767","500",37.765014,-122.394343
"131",63197195,"[""37.763146"",""-122.420502""]","3345 17th St APT 8",94110,"San Francisco","CA","1","1.5","862","2002","1,167,700","4200",NA,"772124","500",37.763146,-122.420502
"132",2111774834,"[""37.761814"",""-122.44549""]","4521 17th St APT 8",94114,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,449,300","5500",NA,"UNKNOWN","500",37.761814,-122.44549
"133",2122622488,"[""37.762568"",""-122.433251""]","3909 17th St APT 8",94114,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","1,718,500","2610",NA,"UNKNOWN","500""zpid""",37.762568,-122.433251
"134",2115067650,"[""37.764537"",""-122.479011""]","1240 21st Ave APT 4",94122,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,111,300","2955",NA,"UNKNOWN","500",37.764537,-122.479011
"135",2126092535,"[""37.784297"",""-122.48056""]","190 21st Ave APT 4",94121,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","2,202,400","4583",NA,"UNKNOWN","500""zpid""",37.784297,-122.48056
"136",53734590,"[""37.76129"",""-122.4246""]","3637 18th St APT 4",94110,"San Francisco","CA","0","1","304","UNKNOWN","1,167,700","2705",NA,"25513","500",37.76129,-122.4246
"137",59779956,"[""37.762136"",""-122.408479""]","2600 18th St STE 4",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","753","1999","1,167,700","3895",NA,"467280","500",37.762136,-122.408479
"138",80740207,"[""37.762378"",""-122.413391""]","3118 18th St APT 4",94110,"San Francisco","CA","1","1.5","1355","1998","1,167,700","4400",NA,"586266","500",37.762378,-122.413391
"139",119684957,"[""37.760822"",""-122.432044""]","3967 18th St APT 4",94114,"San Francisco","CA","1","1","726","1923","1,718,500","3950",NA,"764984","500",37.760822,-122.432044
"140",2117020059,"[""37.76198"",""-122.4204""]","3444 18th St APT 4",94110,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","1,167,700","3950",NA,"UNKNOWN","500",37.76198,-122.4204
"141",2124792605,"[""37.761947"",""-122.404899""]","2245 18th St APT 4",94107,"San Francisco","CA","2","1","1028","1956","1,264,000","4500",NA,"UNKNOWN","500",37.761947,-122.404899
"142",2127118985,"[""37.761779"",""-122.421092""]","3476 18th St APT 4",94110,"San Francisco","CA","UNKNOWN","1","UNKNOWN","UNKNOWN","1,167,700","2175",NA,"UNKNOWN","500",37.761779,-122.421092
"143",2128198571,"[""37.761901"",""-122.418998""]","3352 18th St APT 4",94110,"San Francisco","CA","1","1","650","1963","1,167,700","3199",NA,"UNKNOWN","500""zpid""",37.761901,-122.418998
