zpid,latlon,street,zipcode,city,state,bedrooms,bathrooms,finishedSqFt,yearBuilt,price,rent,tax year,tax,hoa
64972368,"[""37.763355"",""-122.467675""]",1331 10th Ave # 1,94122,San Francisco,CA,3,3,2179,UNKNOWN,"1,348,400",5500,,826914,500
2101666027,"[""37.75965"",""-122.4668""]",1532 10th Ave APT 1,94122,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,348,400",3600,,UNKNOWN,"500""zpid"""
2097566034,"[""37.759586"",""-122.466745""]",1534 10th Ave APT 4,94122,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,348,400",UNKNOWN,,UNKNOWN,500
2099695697,"[""37.76287"",""-122.4676""]",1359 10th Ave APT 4,94122,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,348,400",UNKNOWN,,UNKNOWN,500
2099705080,"[""37.76277"",""-122.4676""]",1365 10th Ave APT 4,94122,San Francisco,CA,0,1,UNKNOWN,UNKNOWN,"1,348,400",UNKNOWN,,UNKNOWN,500
2103788673,"[""37.765449"",""-122.467391""]",1222 10th Ave APT 4,94122,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,348,400",2995,,UNKNOWN,"500""zpid"""
15145912,"[""37.755855"",""-122.414821""]",3014 22nd St # 2,94110,San Francisco,CA,3,2,1430,1994,"1,167,700",5500,,451349,500
15151284,"[""37.755676"",""-122.41093""]",2825 22nd St # 2,94110,San Francisco,CA,2,1,1375,1900,"1,167,700",5500,,1304554,500
64972443,"[""37.755014"",""-122.42168""]",3321 22nd St # 2,94110,San Francisco,CA,3,2,1420,1990,"1,167,700",4350,,327390,500
67394890,"[""37.756034"",""-122.41249""]",2900 22nd St APT 2,94110,San Francisco,CA,UNKNOWN,UNKNOWN,873,2003,"1,167,700",4150,,502768,500
2104363701,"[""37.755901"",""-122.413965""]",2986 22nd St # 2,94110,San Francisco,CA,2,2,890,UNKNOWN,"1,167,700",UNKNOWN,,UNKNOWN,500
96049903,"[""37.755359"",""-122.416275""]",3089 22nd St # 2,94110,San Francisco,CA,3,2,1470,2009,"1,167,700",6000,,973272,500
2099894309,"[""37.75776"",""-122.3886""]",711 22nd St APT 2,94107,San Francisco,CA,0,1,550,UNKNOWN,"1,124,600",UNKNOWN,,UNKNOWN,500
2116820985,"[""37.755443"",""-122.41497""]",3027 22nd St APT 2,94110,San Francisco,CA,3,1,1400,UNKNOWN,"1,167,700",4500,,UNKNOWN,"500""zpid"""
2109589105,"[""37.768184"",""-122.425231""]",536 14th St APT 8,94103,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,167,700",4500,,UNKNOWN,500
2131308340,"[""37.768257"",""-122.423927""]",480 14th St APT 8,94103,San Francisco,CA,2,2.5,1170,2009,"1,167,700",4900,,UNKNOWN,"500""zpid"""
54854595,"[""37.767714"",""-122.42575""]",565 14th St APT 1,94103,San Francisco,CA,2,1,1070,1924,"1,167,700",4500,,202594,500
59779663,"[""37.767836"",""-122.422803""]",425 14th St APT 1,94103,San Francisco,CA,3,2,1307,2001,"1,167,700",5500,,784037,500
89239534,"[""37.7677"",""-122.425956""]",575 14th St APT 1,94103,San Francisco,CA,UNKNOWN,1,993,1925,"1,167,700",4450,,203055,500
2098123820,"[""37.767762"",""-122.432002""]",834 14th St APT 1,94114,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,500
2119340098,"[""37.76736"",""-122.437088""]",1056 14th St APT 1,94114,San Francisco,CA,2,1.5,UNKNOWN,UNKNOWN,"1,470,700",3700,,UNKNOWN,500
2122601573,"[""37.768348"",""-122.419733""]",292 14th St APT 1,94103,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,167,700",2900,,UNKNOWN,"500""zpid"""
89240534,"[""37.770378"",""-122.400993""]",888 7th St # L09,94107,San Francisco,CA,1,1,714,2007,"957,300",3495,,428588,"500""zpid"""
89237211,"[""37.770378"",""-122.400993""]",888 7th St # L03,94107,San Francisco,CA,3,2,1239,2007,"957,300",4500,,350876,"500""zpid"""
2098194876,"[""37.764803"",""-122.459175""]",1275 2nd Ave APT 03,94122,San Francisco,CA,1,1,850,UNKNOWN,"1,348,400",UNKNOWN,,UNKNOWN,"500""zpid"""
15145526,"[""37.75788"",""-122.427484""]",3881 20th St # 1,94114,San Francisco,CA,3,2,1739,1995,"1,718,500",6012,,730715,500
15150530,"[""37.759533"",""-122.400651""]",1919 20th St APT 1,94107,San Francisco,CA,1,1,760,1963,"1,264,000",3595,,614692,500
49815164,"[""37.758479"",""-122.417373""]",3415 20th St APT 1,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1019,2000,"1,167,700",4450,,699460,500
61325283,"[""37.758632"",""-122.416126""]",3365 20th St APT 1,94110,San Francisco,CA,3,3,2015,2002,"1,167,700",6500,,928972,500
64966834,"[""37.758243"",""-122.42171""]",3615 20th St APT 1,94110,San Francisco,CA,3,2.5,1429,2003,"1,167,700",6500,,1509570,500
64972380,"[""37.757821"",""-122.435679""]",4250 20th St # 1,94114,San Francisco,CA,1,1,685,1908,"1,718,500",3680,,146122,500
69819103,"[""37.758689"",""-122.422191""]",3634 20th St APT 1,94110,San Francisco,CA,1,1,1102,1938,"1,167,700",4250,,774604,500
79843681,"[""37.758888"",""-122.410976""]",3011 20th St APT 1,94110,San Francisco,CA,3,2,1439,2006,"1,167,700",5100,,872659,500
80739105,"[""37.758827"",""-122.411957""]",3121 20th St APT 1,94110,San Francisco,CA,2,1,1457,1997,"1,167,700",5000,,1168000,500
82785811,"[""37.758884"",""-122.418472""]",3470 20th St # 1,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1002,1900,"1,167,700",4350,,658324,500
2100162567,"[""37.75953"",""-122.4024""]",2105 20th St APT 1,94107,San Francisco,CA,2,3,1400,UNKNOWN,"1,264,000",UNKNOWN,,UNKNOWN,500
2112126033,"[""37.757783"",""-122.42906""]",3945 20th St APT 1,94114,San Francisco,CA,1,1,4438,UNKNOWN,"1,718,500",7650,,UNKNOWN,500
2115164423,"[""37.757373"",""-122.436233""]",4323 20th St APT 1,94114,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,718,500",3195,,UNKNOWN,500
2126646266,"[""37.758838"",""-122.419662""]",3520 20th St APT 1,94110,San Francisco,CA,2,3,UNKNOWN,UNKNOWN,"1,167,700",5866,,UNKNOWN,500
2143393616,"[""37.758829"",""-122.411959""]",3121 20th St APT 1,94110,San Francisco,CA,2,1,1457,1997,"1,167,700",4400,,UNKNOWN,"500""zpid"""
59700359,"[""37.770771"",""-122.413081""]",374 11th St UNIT 2,94103,San Francisco,CA,1,2,961,2001,"957,300",3995,,430208,500
2103921264,"[""37.77253"",""-122.4153""]",230 11th St APT 2,94103,San Francisco,CA,0,1,454,1912,"957,300",2295,,UNKNOWN,"500""zpid"""
2100649118,"[""37.76469"",""-122.4688""]",1259 11th Ave APT 5,94122,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,348,400",2800,,UNKNOWN,500
2102346653,"[""37.76538"",""-122.4689""]",1215 11th Ave APT 5,94122,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,348,400",2995,,UNKNOWN,"500""zpid"""
15142799,"[""37.767911"",""-122.429698""]",734 14th St APT 4,94114,San Francisco,CA,2,2,707,1990,UNKNOWN,4015,,530000,500
59779666,"[""37.767836"",""-122.422803""]",425 14th St APT 4,94103,San Francisco,CA,2,2.5,1328,2001,"1,167,700",5200,,816260,500
64968900,"[""37.767714"",""-122.42575""]",565 14th St APT 4,94103,San Francisco,CA,1,1,1019,1924,"1,167,700",4500,,668418,500
89238812,"[""37.7677"",""-122.425956""]",575 14th St APT 4,94103,San Francisco,CA,2,1,1026,1925,"1,167,700",4600,,619694,500
2112113917,"[""37.768184"",""-122.42523""]",536 14th St APT 4,94103,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,167,700",4500,,UNKNOWN,500
2114715250,"[""37.768063"",""-122.422887""]",429 14th St APT 4,94103,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,167,700",4250,,UNKNOWN,500
2128006927,"[""37.76736"",""-122.437088""]",1056 14th St APT 4,94114,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,470,700",3199,,UNKNOWN,500
2143861616,"[""37.767911"",""-122.429698""]",734 14th St APT 4,94114,San Francisco,CA,2,1,UNKNOWN,1990,UNKNOWN,5200,,UNKNOWN,"500""zpid"""
15142797,"[""37.767911"",""-122.429698""]",734 14th St APT 3,94114,San Francisco,CA,2,2,707,1990,UNKNOWN,4050,,578898,500
53153403,"[""37.767714"",""-122.42575""]",565 14th St APT 3,94103,San Francisco,CA,UNKNOWN,UNKNOWN,1016,1924,"1,167,700",4500,,620610,500
59779665,"[""37.767836"",""-122.422803""]",425 14th St APT 3,94103,San Francisco,CA,2,2,1099,2001,"1,167,700",4800,,698114,500
89239628,"[""37.7677"",""-122.425956""]",575 14th St APT 3,94103,San Francisco,CA,UNKNOWN,1,1031,1925,"1,167,700",4600,,778668,500
2101227695,"[""37.76732"",""-122.4317""]",819 14th St APT 3,94114,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,UNKNOWN,4250,,UNKNOWN,500
2112020915,"[""37.76797"",""-122.4233""]",429 14th St APT 3,94103,San Francisco,CA,1,1,UNKNOWN,1906,"1,167,700",4595,,UNKNOWN,"500""zpid"""
15127567,"[""37.762735"",""-122.43856""]",4150 17th St APT 2,94114,San Francisco,CA,2,2,1575,1994,"1,449,300",5450,,1008868,500
15127751,"[""37.762088"",""-122.445714""]",4508 17th St # 2,94114,San Francisco,CA,4,3,1894,1990,"2,111,800",6250,,946398,500
15127753,"[""37.762046"",""-122.445799""]",4514 17th St # 2,94114,San Francisco,CA,3,3,1639,1990,"2,111,800",5875,,1070176,500
15127755,"[""37.762033"",""-122.445885""]",4520 17th St # 2,94114,San Francisco,CA,3,2,1392,1990,"2,111,800",5800,,837738,500
15127757,"[""37.762028"",""-122.445971""]",4528 17th St # 2,94114,San Francisco,CA,2,2,1392,1990,"2,111,800",5250,,743810,500
15128174,"[""37.762344"",""-122.440976""]",4318 17th St # 2,94114,San Francisco,CA,2,2,1073,1989,"1,449,300",4950,,873235,500
15143839,"[""37.763546"",""-122.425045""]",3542 17th St UNIT 2,94110,San Francisco,CA,2,2,996,1991,"1,167,700",4450,,543660,500
15143844,"[""37.763343"",""-122.425389""]",3566 17th St UNIT 2,94110,San Francisco,CA,2,2,1248,1994,"1,167,700",4800,,670764,500
15144026,"[""37.763173"",""-122.420047""]",3321 17th St APT 2,94110,San Francisco,CA,UNKNOWN,1,312,1925,"1,167,700",3650,,74558,500
59700326,"[""37.761933"",""-122.440849""]",4321 17th St APT 2,94114,San Francisco,CA,2,2,1210,1973,"1,449,300",5250,,896532,500
59779941,"[""37.765014"",""-122.394343""]",1025 17th St APT 2,94107,San Francisco,CA,1,1.5,842,1999,"1,264,000",3900,,514456,500
63197190,"[""37.763146"",""-122.420502""]",3345 17th St APT 2,94110,San Francisco,CA,3,3.5,1781,2002,"1,167,700",6500,,1341272,500
2097765638,"[""37.761581"",""-122.445898""]",4521 17th St APT 2,94114,San Francisco,CA,1,1,UNKNOWN,1968,"1,449,300",UNKNOWN,,UNKNOWN,500
2099740222,"[""37.7631"",""-122.427""]",3638 17th St # 2,94114,San Francisco,CA,1,1,772,1908,"1,167,700",UNKNOWN,,UNKNOWN,500
2116349001,"[""37.762568"",""-122.433251""]",3909 17th St APT 2,94114,San Francisco,CA,0,1,UNKNOWN,UNKNOWN,"1,718,500",2610,,UNKNOWN,"500""zpid"""
2103595615,"[""37.78482"",""-122.469741""]",190 11th Ave APT 4,94118,San Francisco,CA,2,1,875,1927,"2,202,400",3800,,UNKNOWN,500
2114872130,"[""37.76488"",""-122.46862""]",1271 11th Ave APT 4,94122,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,348,400",4750,,UNKNOWN,500
2119579368,"[""37.77885"",""-122.461604""]",735 11th Ave APT 4,94118,San Francisco,CA,1,1,800,1935,"1,679,000",3800,,UNKNOWN,"500""zpid"""
63197097,"[""37.771683"",""-122.411809""]",380 10th St UNIT 9,94103,San Francisco,CA,2,2,731,2004,"957,300",3900,,508892,"500""zpid"""
53734655,"[""37.759533"",""-122.400651""]",1919 20th St APT 6,94107,San Francisco,CA,UNKNOWN,UNKNOWN,646,1963,"1,264,000",3900,,428978,500
67394647,"[""37.758243"",""-122.42171""]",3615 20th St APT 6,94110,San Francisco,CA,2,2,1022,2003,"1,167,700",5499,,1400000,500
80744778,"[""37.758632"",""-122.416126""]",3365 20th St APT 6,94110,San Francisco,CA,2,2,1202,2002,"1,167,700",4600,,577228,500
2114713976,"[""37.757373"",""-122.436233""]",4323 20th St APT 6,94114,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,718,500",3600,,UNKNOWN,"500""zpid"""
125243344,"[""37.779114"",""-122.469578""]",491 11th Ave # 2,94118,San Francisco,CA,2,1,1180,1914,"1,679,000",4200,,520325,500
2097942494,"[""37.781889"",""-122.469383""]",342 11th Ave # 2,94118,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,679,000",UNKNOWN,,UNKNOWN,500
2101166081,"[""37.76001"",""-122.468""]",1500 11th Ave APT 2,94122,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,348,400",3650,,UNKNOWN,500
2102705084,"[""37.76449"",""-122.4688""]",1271 11th Ave APT 2,94122,San Francisco,CA,2,1,750,UNKNOWN,"1,348,400",3600,,UNKNOWN,500
2102841804,"[""37.76538"",""-122.4689""]",1215 11th Ave APT 2,94122,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,348,400",2995,,UNKNOWN,500
2105154894,"[""37.774418"",""-122.469505""]",735 11th Ave APT 2,94118,San Francisco,CA,1,1,800,UNKNOWN,"1,679,000",3500,,UNKNOWN,"500""zpid"""
80742941,"[""37.770238"",""-122.414041""]",358 12th St # 5,94103,San Francisco,CA,UNKNOWN,UNKNOWN,669,1997,"957,300",3995,,74984,"500""zpid"""
2097835342,"[""37.758855"",""-122.477125""]",1551 19th Ave APT 4,94122,San Francisco,CA,1,1,750,UNKNOWN,"1,111,300",UNKNOWN,,UNKNOWN,500
2098946994,"[""37.78326"",""-122.4788""]",247 19th Ave APT 4,94121,San Francisco,CA,2,1,800,1964,"1,480,400",UNKNOWN,,UNKNOWN,500
2100755315,"[""37.78488"",""-122.479""]",159 19th Ave APT 4,94121,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"2,202,400",3495,,UNKNOWN,500
2121564202,"[""37.785633"",""-122.478355""]",116 19th Ave APT 4,94121,San Francisco,CA,3,2,UNKNOWN,UNKNOWN,"2,202,400",4500,,UNKNOWN,500
2141515443,"[""37.760372"",""-122.477241""]",1471 19th Ave APT 4,94122,San Francisco,CA,1,1,790,1957,"1,111,300",3345,,UNKNOWN,"500""zpid"""
67394754,"[""37.771683"",""-122.411809""]",380 10th St UNIT 7,94103,San Francisco,CA,2,2,1499,2004,"957,300",4300,,714222,500
80741786,"[""37.772037"",""-122.41146""]",385 10th St APT 7,94103,San Francisco,CA,1,1,602,1994,"957,300",3500,,568520,"500""zpid"""
125309453,"[""37.779114"",""-122.469578""]",491 11th Ave # 1,94118,San Francisco,CA,3,2,1640,1914,"1,679,000",5400,,630032,500
2100748398,"[""37.78387"",""-122.4702""]",235 11th Ave APT 1,94118,San Francisco,CA,2,1,800,1964,"1,679,000",3400,,UNKNOWN,"500""zpid"""
2098660762,"[""37.784999"",""-122.469608""]",180 11th Ave APT 3,94118,San Francisco,CA,1,1,700,1927,"2,202,400",UNKNOWN,,UNKNOWN,500
2120118357,"[""37.784824"",""-122.469749""]",190 11th Ave APT 3,94118,San Francisco,CA,1,1,675,UNKNOWN,"2,202,400",3400,,UNKNOWN,"500""zpid"""
15143318,"[""37.764979"",""-122.425445""]",3256 16th St APT 4,94103,San Francisco,CA,1,1,753,1983,"1,167,700",3495,,154558,500
15143322,"[""37.764984"",""-122.425208""]",3250 16th St APT 4,94103,San Francisco,CA,1,1,541,1983,"1,167,700",3195,,296346,500
80736026,"[""37.766197"",""-122.39656""]",999 16th St APT 4,94107,San Francisco,CA,2,2,1457,1998,"1,264,000",4495,,730211,500
2098498037,"[""37.764834"",""-122.426935""]",3320 16th St APT 4,94114,San Francisco,CA,2,2,950,UNKNOWN,"1,167,700",UNKNOWN,,UNKNOWN,500
2101785704,"[""37.76448"",""-122.4247""]",3227 16th St APT 4,94103,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,167,700",3650,,UNKNOWN,"500""zpid"""
59779637,"[""37.771865"",""-122.412098""]",360 10th St APT 2,94103,San Francisco,CA,1,2,1324,2001,"957,300",4350,,736796,500
67394759,"[""37.771683"",""-122.411809""]",380 10th St UNIT 2,94103,San Francisco,CA,1,1.5,933,2004,"957,300",3995,,716234,500
80754028,"[""37.772037"",""-122.41146""]",385 10th St APT 2,94103,San Francisco,CA,UNKNOWN,UNKNOWN,546,1994,"957,300",3795,,268685,"500""zpid"""
59779641,"[""37.771865"",""-122.412098""]",360 10th St APT 6,94103,San Francisco,CA,1,2,1024,2001,"957,300",4250,,647686,500
67090327,"[""37.771683"",""-122.411809""]",380 10th St UNIT 6,94103,San Francisco,CA,1,1.5,1043,2004,"957,300",4050,,580028,500
80735499,"[""37.772037"",""-122.41146""]",385 10th St APT 6,94103,San Francisco,CA,1,1.5,1090,1994,"957,300",4000,,478655,500
2131720871,"[""37.771865"",""-122.412101""]",360 10th St APT 6,94103,San Francisco,CA,1,2,UNKNOWN,UNKNOWN,"957,300",4500,,UNKNOWN,"500""zpid"""
15089165,"[""37.786657"",""-122.477358""]",4 18th Ave,94121,San Francisco,CA,4,3,2552,1914,"2,202,400",12376,,1314702,"500""zpid"""
15143329,"[""37.764984"",""-122.425208""]",3250 16th St APT 8,94103,San Francisco,CA,3,2,1176,1983,"1,167,700",4795,,793298,500
80749846,"[""37.766197"",""-122.39656""]",999 16th St APT 8,94107,San Francisco,CA,1,1.5,1082,1998,"1,264,000",3950,,450015,"500""zpid"""
15102038,"[""37.764337"",""-122.47536""]",1263 17th Ave APT 1,94122,San Francisco,CA,2,2,835,1997,"1,348,400",4000,,372360,500
15105660,"[""37.761167"",""-122.474483""]",1430 17th Ave # 1,94122,San Francisco,CA,2,2,1050,1991,"1,348,400",4100,,321649,500
52884777,"[""37.765095"",""-122.47542""]",1215 17th Ave # IT1,94122,San Francisco,CA,3,2,1486,2000,"1,348,400",4950,,172644,500
63196985,"[""37.783812"",""-122.476079""]",226 17th Ave APT 1,94121,San Francisco,CA,4,2,2255,2004,"1,480,400",6000,,1125056,500
96013318,"[""37.77693"",""-122.476085""]",591 17th Ave # 1,94121,San Francisco,CA,2,1,1217,1923,"1,480,400",4295,,263262,500
125162388,"[""37.786918"",""-122.477088""]",1 17TH Ave # V,94121,SAN FRANCISCO,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"2,202,400",UNKNOWN,,UNKNOWN,500
125308311,"[""37.786918"",""-122.477088""]",1 17TH Ave # V,94121,SAN FRANCISCO,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"2,202,400",UNKNOWN,,UNKNOWN,"500""zpid"""
80740780,"[""37.770238"",""-122.414041""]",358 12th St # 9,94103,San Francisco,CA,UNKNOWN,UNKNOWN,823,1997,"957,300",4050,,93380,"500""zpid"""
96044137,"[""37.776927"",""-122.476081""]",591 17th Ave # 4,94121,San Francisco,CA,2,1,1250,1923,"1,480,400",4200,,270690,500
2101478374,"[""37.76399"",""-122.4748""]",1288 17th Ave APT 4,94122,San Francisco,CA,1,1,UNKNOWN,1939,"1,348,400",2995,,UNKNOWN,500
2112209613,"[""37.764915"",""-122.474746""]",1230 17th Ave APT 4,94122,San Francisco,CA,2,1,950,UNKNOWN,"1,348,400",4015,,UNKNOWN,"500""zpid"""
15089168,"[""37.786821"",""-122.476945""]",5 17th Ave,94121,San Francisco,CA,UNKNOWN,3,2970,1913,"2,202,400",12812,,144513,"500""zpid"""
2101655597,"[""37.76491"",""-122.4765""]",1225 18th Ave APT 6,94122,San Francisco,CA,2,1,900,1960,"1,348,400",3995,,UNKNOWN,"500""zpid"""
15089166,"[""37.786748"",""-122.477356""]",2 18th Ave,94121,San Francisco,CA,5,3,5700,1913,"2,202,400",18307,,4011580,"500""zpid"""
80745357,"[""37.766197"",""-122.39656""]",999 16th St APT 9,94107,San Francisco,CA,2,3,1277,1998,"1,264,000",4250,,520455,"500""zpid"""
2117799154,"[""37.76386"",""-122.475042""]",1295 17th Ave APT 6,94122,San Francisco,CA,2,2,1200,UNKNOWN,"1,348,400",4400,,UNKNOWN,"500""zpid"""
15129206,"[""37.76032"",""-122.440162""]",4533 18th St # 1,94114,San Francisco,CA,UNKNOWN,3,3560,1930,"1,718,500",6700,,959126,500
15129214,"[""37.760305"",""-122.440406""]",4547 18th St # 1,94114,San Francisco,CA,UNKNOWN,1,845,1985,"1,718,500",4150,,721622,500
15144244,"[""37.761503"",""-122.428924""]",3818 18th St # 1,94114,San Francisco,CA,3,3,2046,1992,"1,718,500",7500,,1076526,500
15144652,"[""37.761289"",""-122.424587""]",3637 18th St APT 1,94110,San Francisco,CA,3,2,1664,1999,"1,167,700",6000,,789040,500
59779953,"[""37.762136"",""-122.408481""]",2600 18th St STE 1,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1598,1999,"1,167,700",4995,,822164,500
61325235,"[""37.759843"",""-122.443755""]",4733 18th St # 1,94114,San Francisco,CA,3,2,1755,2002,"1,718,500",6500,,1380120,500
79841948,"[""37.762562"",""-122.394157""]",1125 18th St APT 1,94107,San Francisco,CA,1,1,523,1914,"1,264,000",3995,,631000,500
80749240,"[""37.76238"",""-122.413398""]",3118 18th St APT 1,94110,San Francisco,CA,UNKNOWN,2,899,1998,"1,167,700",4050,,480820,500
119685028,"[""37.760822"",""-122.432044""]",3967 18th St APT 1,94114,San Francisco,CA,1,1,646,1923,"1,718,500",3900,,662986,500
2097649457,"[""37.761671"",""-122.424085""]",3606 18th St APT 1,94110,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,167,700",UNKNOWN,,UNKNOWN,500
2103905138,"[""37.761768"",""-122.421806""]",3510 18th St APT 1,94110,San Francisco,CA,3,1,UNKNOWN,UNKNOWN,"1,167,700",5495,,UNKNOWN,500
2108933890,"[""37.761302"",""-122.424407""]",3623 18th St # 1,94110,San Francisco,CA,3,2,1600,1999,"1,167,700",5775,,UNKNOWN,500
2109631056,"[""37.761703"",""-122.425498""]",3678 18th St APT 1,94110,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,167,700",4400,,UNKNOWN,500
2110796638,"[""37.760822"",""-122.432044""]",3967 18th St APT 1,94114,San Francisco,CA,1,1,UNKNOWN,1922,"1,718,500",5500,,UNKNOWN,500
2120258085,"[""37.761925"",""-122.418477""]",3352 18th St APT 1,94110,San Francisco,CA,2,1,900,UNKNOWN,"1,167,700",4500,,UNKNOWN,"500""zpid"""
67090334,"[""37.771683"",""-122.411809""]",380 10th St UNIT 8,94103,San Francisco,CA,1,2,840,2004,"957,300",3800,,519284,500
80747429,"[""37.772037"",""-122.41146""]",385 10th St APT 8,94103,San Francisco,CA,1,1,570,1994,"957,300",3400,,443654,500
2106264768,"[""37.775824"",""-122.417254""]",8 10th St # 215019,94103,San Francisco,CA,1,1,752,2014,"957,300",3805,,UNKNOWN,500
2103502108,"[""37.775824"",""-122.417254""]",8 10th St # 214999,94103,San Francisco,CA,1,1,851,2014,"957,300",UNKNOWN,,UNKNOWN,500
2103323507,"[""37.775824"",""-122.417254""]",8 10th St # 215001,94103,San Francisco,CA,1,1,814,2014,"957,300",3805,,UNKNOWN,500
2103387178,"[""37.775824"",""-122.417254""]",8 10th St # 215093,94103,San Francisco,CA,0,1,583,2014,"957,300",3095,,UNKNOWN,500
2103387180,"[""37.775824"",""-122.417254""]",8 10th St # 215085,94103,San Francisco,CA,0,1,463,2014,"957,300",3095,,UNKNOWN,500
2103387181,"[""37.775824"",""-122.417254""]",8 10th St # 215095,94103,San Francisco,CA,0,1,492,2014,"957,300",3095,,UNKNOWN,500
2103387182,"[""37.775824"",""-122.417254""]",8 10th St # 215075,94103,San Francisco,CA,0,1,476,2014,"957,300",3090,,UNKNOWN,500
2103396821,"[""37.775824"",""-122.417254""]",8 10th St # 215063,94103,San Francisco,CA,2,2,1239,2014,"957,300",6300,,UNKNOWN,500
2103425667,"[""37.775824"",""-122.417254""]",8 10th St # 215097,94103,San Francisco,CA,0,1,687,2014,"957,300",3550,,UNKNOWN,500
2103425668,"[""37.775824"",""-122.417254""]",8 10th St # 215067,94103,San Francisco,CA,2,2,1301,2014,"957,300",6505,,UNKNOWN,500
2103502097,"[""37.775824"",""-122.417254""]",8 10th St # 215057,94103,San Francisco,CA,2,2,1376,2014,"957,300",6500,,UNKNOWN,500
2103502104,"[""37.775824"",""-122.417254""]",8 10th St # 215013,94103,San Francisco,CA,1,1,761,2014,"957,300",3840,,UNKNOWN,500
2103956542,"[""37.775824"",""-122.417254""]",8 10th St # 215017,94103,San Francisco,CA,1,1,789,2014,"957,300",3768,,UNKNOWN,"500""zpid"""
15093991,"[""37.779067"",""-122.478538""]",467 19th Ave APT 3,94121,San Francisco,CA,8,4,4000,1989,"1,480,400",6600,,955444,500
61325171,"[""37.779546"",""-122.478572""]",437 19th Ave # 3,94121,San Francisco,CA,4,3,2628,2002,"1,480,400",6000,,1432344,500
2098051140,"[""37.776815"",""-122.47778""]",590 19th Ave # 3,94121,San Francisco,CA,0,1,UNKNOWN,UNKNOWN,"1,480,400",UNKNOWN,,UNKNOWN,500
2101787006,"[""37.782952"",""-122.47816""]",266 19th Ave APT 3,94121,San Francisco,CA,2,1,1000,1964,"1,480,400",3100,,UNKNOWN,500
2113636005,"[""37.760372"",""-122.477241""]",1471 19th Ave APT 3,94122,San Francisco,CA,1,1,UNKNOWN,1957,"1,111,300",4400,,UNKNOWN,500
2118385554,"[""37.78374"",""-122.478874""]",221 19th Ave # 3,94121,San Francisco,CA,3,2,1550,1972,"1,480,400",5300,,UNKNOWN,500
2119211104,"[""37.784881"",""-122.478958""]",159 19th Ave APT 3,94121,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"2,202,400",2995,,UNKNOWN,"500""zpid"""
15127568,"[""37.762735"",""-122.43856""]",4150 17th St APT 3,94114,San Francisco,CA,2,2,1575,1994,"1,449,300",6250,,1185809,500
15143840,"[""37.763546"",""-122.425045""]",3542 17th St UNIT 3,94110,San Francisco,CA,1,2,1120,1992,"1,167,700",4400,,658220,500
15143843,"[""37.763345"",""-122.425388""]",3566 17th St UNIT 3,94110,San Francisco,CA,2,2,1248,1994,"1,167,700",5350,,1122901,500
15144027,"[""37.763173"",""-122.420047""]",3321 17th St APT 3,94110,San Francisco,CA,UNKNOWN,1,317,1925,"1,167,700",3750,,278346,500
59779942,"[""37.765014"",""-122.394343""]",1025 17th St APT 3,94107,San Francisco,CA,2,2.5,1004,1999,"1,264,000",4500,,544064,500
63197191,"[""37.763146"",""-122.420502""]",3345 17th St APT 3,94110,San Francisco,CA,3,3.5,1977,2002,"1,167,700",7300,,819446,500
89237816,"[""37.763736"",""-122.418144""]",3236 17th St # 3,94110,San Francisco,CA,1,2,1273,2008,"1,167,700",4500,,796888,500
