zpid,latlon,street,zipcode,city,state,bedrooms,bathrooms,finishedSqFt,yearBuilt,price,rent,tax year,tax,hoa
96047696,"[""37.755359"",""-122.416275""]",3089 22nd St # 1,94110,San Francisco,CA,3,2,1355,2009,"1,167,700",5750,,972354,500
2098093137,"[""37.75602"",""-122.408298""]",2697 22nd St # 1,94110,San Francisco,CA,3,2,1295,UNKNOWN,"1,167,700",UNKNOWN,,UNKNOWN,500
2098096943,"[""37.756022"",""-122.408276""]",2695 22nd St # 1,94110,San Francisco,CA,3,2,1399,UNKNOWN,"1,167,700",UNKNOWN,,UNKNOWN,500
2114936835,"[""37.755878"",""-122.415008""]",3024 22nd St APT 1,94110,San Francisco,CA,1,1,750,UNKNOWN,"1,167,700",3470,,UNKNOWN,500
2116325352,"[""37.755443"",""-122.41497""]",3027 22nd St APT 1,94110,San Francisco,CA,2,1,1900,UNKNOWN,"1,167,700",4295,,UNKNOWN,"500""zpid"""
59779779,"[""37.753526"",""-122.426126""]",3732 23rd St APT 4,94114,San Francisco,CA,1,1,476,1890,"1,718,500",3300,,326959,500
80623067,"[""37.755009"",""-122.390599""]",1099 23rd St APT 4,94107,San Francisco,CA,UNKNOWN,UNKNOWN,1587,2000,"1,124,600",4500,,773690,500
80625420,"[""37.755031"",""-122.390251""]",1011 23rd St APT 4,94107,San Francisco,CA,UNKNOWN,UNKNOWN,1565,2000,"1,124,600",4500,,658412,500
82785746,"[""37.752166"",""-122.442184""]",4483 23rd St APT 4,94114,San Francisco,CA,2,1,924,1968,"1,751,900",4250,,655748,500
2111710130,"[""37.752676"",""-122.441886""]",4454 23rd St APT 4,94114,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,751,900",4900,,UNKNOWN,"500""zpid"""
15090792,"[""37.783446"",""-122.488485""]",311 28th Ave APT 3,94121,San Francisco,CA,1,1,665,1923,"1,480,400",3350,,232914,500
15090831,"[""37.782129"",""-122.487935""]",390 28th Ave APT 3,94121,San Francisco,CA,UNKNOWN,UNKNOWN,1326,1924,"1,480,400",4400,,83958,500
15093702,"[""37.778603"",""-122.488177""]",569 28th Ave # 3,94121,San Francisco,CA,UNKNOWN,4,3534,1976,"1,480,400",5500,,677568,"500""zpid"""
15152176,"[""37.754501"",""-122.398946""]",1903 23rd St APT 3,94107,San Francisco,CA,2,1,1107,1906,"1,264,000",4500,,791059,500
59700453,"[""37.753526"",""-122.426126""]",3732 23rd St APT 3,94114,San Francisco,CA,1,1,360,1890,"1,718,500",3200,,249054,500
80744317,"[""37.755009"",""-122.390599""]",1099 23rd St APT 3,94107,San Francisco,CA,UNKNOWN,UNKNOWN,898,2000,"1,124,600",4250,,496854,500
80745864,"[""37.755031"",""-122.390251""]",1011 23rd St APT 3,94107,San Francisco,CA,UNKNOWN,UNKNOWN,1092,2000,"1,124,600",4495,,749312,500
82785745,"[""37.752166"",""-122.442184""]",4483 23rd St APT 3,94114,San Francisco,CA,2,1,924,1968,"1,751,900",4000,,739320,500
2142482922,"[""37.752167"",""-122.442184""]",4483 23rd St APT 3,94114,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,751,900",5500,,UNKNOWN,"500""zpid"""
15089031,"[""37.786575"",""-122.48447""]",155 24th Ave APT 2,94121,San Francisco,CA,2,2,1417,1921,"2,202,400",5200,,609811,500
15090910,"[""37.782747"",""-122.484183""]",361 24th Ave # 2,94121,San Francisco,CA,2,1,788,1992,"1,480,400",3695,,337531,500
15090942,"[""37.782777"",""-122.483524""]",362 24th Ave # 2,94121,San Francisco,CA,2,1,930,1992,"1,480,400",4000,,685000,500
15092018,"[""37.781529"",""-122.483437""]",426 24th Ave APT 2,94121,San Francisco,CA,8,5,3790,1987,"1,480,400",5825,,927512,500
52355636,"[""37.782913"",""-122.483535""]",354 24th Ave # 2,94121,San Francisco,CA,3,2,1639,2000,"1,480,400",4950,,1039978,500
2100473815,"[""37.78298"",""-122.4835""]",350 24th Ave APT 2,94121,San Francisco,CA,2,1.5,1100,UNKNOWN,"1,480,400",4000,,UNKNOWN,500
2102641483,"[""37.77862"",""-122.4839""]",579 24th Ave APT 2,94121,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,480,400",3250,,UNKNOWN,"500""zpid"""
15090793,"[""37.783446"",""-122.488485""]",311 28th Ave APT 4,94121,San Francisco,CA,2,1,781,1923,"1,480,400",3595,,272183,500
15090832,"[""37.782127"",""-122.487926""]",390 28th Ave APT 4,94121,San Francisco,CA,2,1,900,1924,"1,480,400",4000,,72162,500
2101130929,"[""37.77858"",""-122.4875""]",570 28th Ave APT 4,94121,San Francisco,CA,2,1,825,1924,"1,480,400",3350,,UNKNOWN,"500""zpid"""
2103844737,"[""37.742511"",""-122.42366""]",112 30th St APT 2,94110,San Francisco,CA,2,1,930,UNKNOWN,"1,751,900",4200,,UNKNOWN,"500""zpid"""
2123184729,"[""37.779224"",""-122.487564""]",532 28th Ave APT 6,94121,San Francisco,CA,1,1,610,UNKNOWN,"1,480,400",3100,,UNKNOWN,"500""zpid"""
2112975650,"[""37.760856"",""-122.488494""]",1414 30th Ave APT 5,94122,San Francisco,CA,3,2,UNKNOWN,UNKNOWN,"1,111,300",4400,,UNKNOWN,"500""zpid"""
2102870287,"[""37.747211"",""-122.425827""]",226 27th St APT 4,94131,San Francisco,CA,3,2,1204,1963,"1,751,900",4995,,UNKNOWN,"500""zpid"""
121339128,"[""37.745616"",""-122.425537""]",138 28th St APT 3,94131,San Francisco,CA,1,1,609,1950,"1,751,900",3695,,586488,500
125309644,"[""37.745769"",""-122.42324""]",40 28th St APT 3,94110,San Francisco,CA,1,1,623,1938,"1,751,900",3400,,391643,500
2113146757,"[""37.745616"",""-122.425537""]",138 28th St APT 3,94131,San Francisco,CA,1,UNKNOWN,775,1950,"1,751,900",4000,,UNKNOWN,500
2123587065,"[""37.745441"",""-122.428527""]",280 28th St APT 3,94131,San Francisco,CA,3,2,1036,1971,"1,751,900",4500,,UNKNOWN,"500""zpid"""
61288515,"[""37.745591"",""-122.425967""]",154 28th St APT 1,94131,San Francisco,CA,4,2,2139,2001,"1,751,900",7040,,1337722,500
121337378,"[""37.745616"",""-122.425537""]",138 28th St APT 1,94131,San Francisco,CA,1,1,609,1950,"1,751,900",3750,,632386,500
124434483,"[""37.745769"",""-122.42324""]",40 28th St APT 1,94110,San Francisco,CA,1,1,623,1938,"1,751,900",3800,,720000,500
2106274305,"[""37.74561"",""-122.42339""]",40 28th St APT 1,94110,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,751,900",4195,,UNKNOWN,500
2112098804,"[""37.74563"",""-122.4258""]",150 28th St APT 1,94131,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,751,900",5500,,UNKNOWN,500
2123964734,"[""37.745441"",""-122.428527""]",280 28th St APT 1,94131,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,751,900",5390,,UNKNOWN,"500""zpid"""
61288516,"[""37.745593"",""-122.42597""]",154 28th St APT 2,94131,San Francisco,CA,4,2.5,2494,2002,"1,751,900",8200,,1448084,500
121338236,"[""37.745617"",""-122.425537""]",138 28th St APT 2,94131,San Francisco,CA,1,1,613,1950,"1,751,900",3600,,402216,500
125244214,"[""37.745769"",""-122.42324""]",40 28th St APT 2,94110,San Francisco,CA,1,1,623,1938,"1,751,900",3400,,391643,500
2111228136,"[""37.745121"",""-122.425651""]",147 28th St APT 2,94131,San Francisco,CA,1,1,690,UNKNOWN,"1,751,900",3900,,UNKNOWN,500
2126905678,"[""37.745441"",""-122.428527""]",280 28th St APT 2,94131,San Francisco,CA,2,1,UNKNOWN,1969,"1,751,900",5500,,UNKNOWN,"500""zpid"""
15182109,"[""37.74682"",""-122.43229""]",536 27th St # 3,94131,San Francisco,CA,3,2.5,1654,1979,"1,751,900",5800,,943762,500
15182315,"[""37.746306"",""-122.432752""]",567 27th St # 3,94131,San Francisco,CA,3,2,1600,1989,"1,751,900",6200,,988748,500
15182324,"[""37.746321"",""-122.432493""]",555 27th St APT 3,94131,San Francisco,CA,2,2,1285,1996,"1,751,900",4900,,862208,500
15182327,"[""37.746316"",""-122.432579""]",557 27th St # 3,94131,San Francisco,CA,2,2,1350,1996,"1,751,900",4900,,553568,500
53153662,"[""37.746388"",""-122.431991""]",525 27th St # 3,94131,San Francisco,CA,2,2,1848,1998,"1,751,900",6500,,1536916,500
2114789691,"[""37.746311"",""-122.432662""]",559 27th St APT 3,94131,San Francisco,CA,3,2,1800,UNKNOWN,"1,751,900",5695,,UNKNOWN,"500""zpid"""
15181957,"[""37.747352"",""-122.423488""]",142A 27th St # 2,94110,San Francisco,CA,2,1,1306,1900,"1,751,900",5499,,1147476,500
15181978,"[""37.747193"",""-122.426129""]",234 27th St # 2,94131,San Francisco,CA,UNKNOWN,3,1254,1900,"1,751,900",4850,,1147846,500
15182108,"[""37.746819"",""-122.432277""]",536 27th St # 2,94131,San Francisco,CA,1,1,674,1979,"1,751,900",3600,,616098,500
15182314,"[""37.746305"",""-122.43275""]",567 27th St # 2,94131,San Francisco,CA,3,2,1600,1989,"1,751,900",5750,,1172976,500
15182323,"[""37.746321"",""-122.432493""]",555 27th St APT 2,94131,San Francisco,CA,3,2,1433,1996,"1,751,900",5200,,535272,500
15182326,"[""37.746316"",""-122.432579""]",557 27th St # 2,94131,San Francisco,CA,3,2,1500,1996,"1,751,900",6499,,1339164,500
48188604,"[""37.74636"",""-122.431991""]",525 27th St # 2,94131,San Francisco,CA,3,3,1583,1998,"1,751,900",6250,,1278094,500
2104173230,"[""37.74686"",""-122.425033""]",201 27th St APT 2,94131,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,751,900",3474,,UNKNOWN,500
2104401063,"[""37.746532"",""-122.432853""]",579 27th St # 2,94131,San Francisco,CA,2,2,UNKNOWN,UNKNOWN,"1,751,900",4250,,UNKNOWN,500
2126367674,"[""37.74631"",""-122.4327""]",559 27th St APT 2,94131,San Francisco,CA,2,1,1800,UNKNOWN,"1,751,900",5500,,UNKNOWN,"500""zpid"""
2128545864,"[""37.775405"",""-122.498294""]",708 38th Ave APT 4,94121,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,187,700",2891,,UNKNOWN,"500""zpid"""
15093391,"[""37.778055"",""-122.497819""]",573 37th Ave # 3,94121,San Francisco,CA,7,5,3897,1987,"1,187,700",5500,,730976,"500""zpid"""
2101803659,"[""37.77995"",""-122.499""]",485 38th Ave APT 5,94121,San Francisco,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,187,700",3100,,UNKNOWN,"500""zpid"""
2098082041,"[""37.775874"",""-122.498591""]",695 38th Ave APT 3,94121,San Francisco,CA,1,1,890,1964,"1,187,700",UNKNOWN,,UNKNOWN,500
2116533869,"[""37.761005"",""-122.497619""]",1391 38th Ave APT 3,94122,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,030,300",2900,,UNKNOWN,"500""zpid"""
2115843141,"[""37.779254"",""-122.496322""]",500 36th Ave APT 3,94121,San Francisco,CA,2,2,UNKNOWN,UNKNOWN,"1,187,700",4000,,UNKNOWN,"500""zpid"""
2102739301,"[""37.77251"",""-122.496308""]",875 36th Ave # 1,94121,San Francisco,CA,2,1,1300,UNKNOWN,"1,187,700",UNKNOWN,,UNKNOWN,"500""zpid"""
2101767201,"[""37.77588"",""-122.4986""]",695 38th Ave APT 2,94121,San Francisco,CA,1,1,750,1964,"1,187,700",3400,,UNKNOWN,"500""zpid"""
2113936541,"[""37.780249"",""-122.486961""]",495 27th Ave APT 9,94121,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,480,400",2995,,UNKNOWN,"500""zpid"""
2123106552,"[""37.774494"",""-122.495407""]",771 35th Ave APT 5,94121,San Francisco,CA,3,1.5,2000,UNKNOWN,"1,187,700",5390,,UNKNOWN,"500""zpid"""
15092347,"[""37.779965"",""-122.49419""]",490 34th Ave # 9,94121,San Francisco,CA,1,2,1258,1979,"1,187,700",3895,,311551,"500""zpid"""
15092345,"[""37.779965"",""-122.49419""]",490 34th Ave # 7,94121,San Francisco,CA,2,2,1344,1979,"1,187,700",3995,,560356,"500""zpid"""
15092341,"[""37.779965"",""-122.49419""]",490 34th Ave # 3,94121,San Francisco,CA,2,2,1258,1979,"1,187,700",3799,,517480,"500""zpid"""
15092346,"[""37.779964"",""-122.494182""]",490 34th Ave # 8,94121,San Francisco,CA,2,2,1194,1979,"1,187,700",4000,,712334,"500""zpid"""
15092344,"[""37.779965"",""-122.49419""]",490 34th Ave # 6,94121,San Francisco,CA,2,2,1258,1979,"1,187,700",3800,,566382,"500""zpid"""
2098996348,"[""37.781071"",""-122.494812""]",423 34th Ave APT 4,94121,San Francisco,CA,2,1,900,1970,"1,187,700",UNKNOWN,,UNKNOWN,"500""zpid"""
2116614910,"[""37.742539"",""-122.491856""]",2395 34th Ave APT 5,94116,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,094,000",2775,,UNKNOWN,"500""zpid"""
2101397479,"[""37.7746"",""-122.504""]",745 43rd Ave APT 9,94121,San Francisco,CA,0,1,500,1927,"1,187,700",2790,,UNKNOWN,"500""zpid"""
15093564,"[""37.778592"",""-122.493557""]",555 33rd Ave # 1,94121,San Francisco,CA,5,3,2180,1914,"1,187,700",5800,,881164,500
64971477,"[""37.781217"",""-122.493106""]",420 33rd Ave # 1,94121,San Francisco,CA,4,3.5,2429,2003,"1,187,700",5800,,1019980,500
2106742790,"[""37.761951"",""-122.491729""]",1350 33rd Ave APT 1,94122,San Francisco,CA,0,1,300,UNKNOWN,"1,111,300",2800,,UNKNOWN,500
2124620059,"[""37.777542"",""-122.492973""]",600 33rd Ave APT 1,94121,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,187,700",2900,,UNKNOWN,"500""zpid"""
59779514,"[""37.780885"",""-122.49588""]",431 35th Ave # 2,94121,San Francisco,CA,4,3,2051,2001,"1,187,700",6002,,540633,500
2107185354,"[""37.776447"",""-122.494888""]",666 35th Ave # 2,94121,San Francisco,CA,3,2,1100,1922,"1,187,700",4600,,UNKNOWN,500
2122209211,"[""37.774494"",""-122.495407""]",771 35th Ave APT 2,94121,San Francisco,CA,2,1,1000,UNKNOWN,"1,187,700",3800,,UNKNOWN,"500""zpid"""
59779513,"[""37.780885"",""-122.495876""]",431 35th Ave # 1,94121,San Francisco,CA,3,2,1338,2001,"1,187,700",4500,,357125,500
2107158685,"[""37.776447"",""-122.494888""]",666 35th Ave # 1,94121,San Francisco,CA,3,2,1100,1922,"1,187,700",4600,,UNKNOWN,"500""zpid"""
15093163,"[""37.778892"",""-122.504167""]",501 43rd Ave APT 4,94121,San Francisco,CA,4,2,1605,1931,"1,187,700",4450,,380227,"500""zpid"""
2100302060,"[""37.7746"",""-122.504""]",745 43rd Ave APT 7,94121,San Francisco,CA,0,1,500,1927,"1,187,700",UNKNOWN,,UNKNOWN,"500""zpid"""
15093162,"[""37.778892"",""-122.504167""]",501 43rd Ave APT 3,94121,San Francisco,CA,1,1,857,1931,"1,187,700",3500,,542782,"500""zpid"""
2100707468,"[""37.7746"",""-122.504""]",745 43rd Ave APT 8,94121,San Francisco,CA,0,1,500,1927,"1,187,700",2790,,UNKNOWN,"500""zpid"""
15093160,"[""37.778892"",""-122.504167""]",501 43rd Ave APT 1,94121,San Francisco,CA,2,1,857,1931,"1,187,700",3500,,264257,"500""zpid"""
2101397479,"[""37.7746"",""-122.504""]",745 43rd Ave APT 9,94121,San Francisco,CA,0,1,500,1927,"1,187,700",2790,,UNKNOWN,"500""zpid"""
89238235,"[""37.741615"",""-122.502677""]",2401 44th Ave UNIT 1,94116,San Francisco,CA,2,2,1072,2008,"982,900",4000,,562526,"500""zpid"""
2100733848,"[""37.77715"",""-122.5015""]",600 41st Ave APT 7,94121,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,187,700",3250,,UNKNOWN,"500""zpid"""
2112315340,"[""37.77415"",""-122.501228""]",776 41st Ave APT 3,94121,San Francisco,CA,2,1,798,UNKNOWN,"1,187,700",3400,,UNKNOWN,"500""zpid"""
2116993692,"[""37.753082"",""-122.497711""]",1800 39th Ave APT 4,94122,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,030,300",2895,,UNKNOWN,"500""zpid"""
15143795,"[""37.763711"",""-122.427413""]",2 Abbey St,94114,San Francisco,CA,UNKNOWN,1,1125,1923,"1,167,700",5300,,44550,"500""zpid"""
15104481,"[""37.759109"",""-122.501308""]",1482 42nd Ave # 4,94122,San Francisco,CA,UNKNOWN,1,1130,1945,"1,030,300",3995,,731087,500
64972348,"[""37.77787"",""-122.502524""]",576 42nd Ave # 4,94121,San Francisco,CA,3,3,1825,2005,"1,187,700",5500,,1086900,"500""zpid"""
89240217,"[""37.741615"",""-122.502678""]",2401 44th Ave UNIT 3,94116,San Francisco,CA,2,2,1110,2008,"982,900",4000,,673184,500
2125583958,"[""37.780378"",""-122.505507""]",435 44th Ave # 3,94121,San Francisco,CA,3,2,1450,1977,"1,187,700",4500,,UNKNOWN,"500""zpid"""
2128067057,"[""37.756999"",""-122.508163""]",1573 48th Ave APT 7,94122,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,030,300",3300,,UNKNOWN,"500""zpid"""
15104170,"[""37.759178"",""-122.508312""]",1467 48th Ave # 1,94122,San Francisco,CA,1,1,689,1979,"1,030,300",3400,,242757,500
15108029,"[""37.757516"",""-122.508201""]",1547 48th Ave # 1,94122,San Francisco,CA,UNKNOWN,1,837,1992,"1,030,300",3650,,240878,500
15108032,"[""37.757448"",""-122.508193""]",1551 48th Ave # 1,94122,San Francisco,CA,2,1,861,1992,"1,030,300",3725,,236160,500
15108035,"[""37.757379"",""-122.508193""]",1557 48th Ave # 1,94122,San Francisco,CA,UNKNOWN,1,840,1992,"1,030,300",3650,,252419,500
15108038,"[""37.757312"",""-122.508185""]",1561 48th Ave # 1,94122,San Francisco,CA,UNKNOWN,1,837,1992,"1,030,300",3750,,508672,500
15108041,"[""37.757244"",""-122.508182""]",1563 48th Ave # 1,94122,San Francisco,CA,2,1,750,1992,"1,030,300",3800,,570000,500
2099051343,"[""37.76179"",""-122.5081""]",1316 48th Ave APT 1,94122,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,030,300",UNKNOWN,,UNKNOWN,500
2101214376,"[""37.75932"",""-122.5083""]",1449 48th Ave APT 1,94122,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,030,300",3500,,UNKNOWN,500
2116521682,"[""37.75904"",""-122.508308""]",1471 48th Ave APT 1,94122,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,030,300",4000,,UNKNOWN,500
2116677153,"[""37.763103"",""-122.507934""]",1252 48th Ave APT 1,94122,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,030,300",3400,,UNKNOWN,500
2125747992,"[""37.759033"",""-122.507644""]",1472 48th Ave APT 1,94122,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,030,300",3300,,UNKNOWN,500
2126228463,"[""37.757"",""-122.5082""]",1573 48th Ave APT 1,94122,San Francisco,CA,2,1,850,1975,"1,030,300",3390,,UNKNOWN,500
2139001131,"[""37.759453"",""-122.508335""]",1445 48th Ave APT 1,94122,San Francisco,CA,1,1,UNKNOWN,1958,"1,030,300",5000,,UNKNOWN,"500""zpid"""
15154310,"[""37.724195"",""-122.39433""]",5945 3rd St # A,94124,San Francisco,CA,UNKNOWN,UNKNOWN,2384,1987,"719,000",4350,,410111,500
2097632594,"[""37.718403"",""-122.398265""]",6674 3rd St APT A,94124,San Francisco,CA,2,1,500,UNKNOWN,"719,000",UNKNOWN,,UNKNOWN,"500""zpid"""
2114589118,"[""37.762313"",""-122.499786""]",1301 40th Ave APT 4,94122,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,030,300",2900,,UNKNOWN,500
2115728174,"[""37.775062"",""-122.500823""]",717 40th Ave APT 4,94121,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,187,700",2891,,UNKNOWN,500
2119396214,"[""37.762268"",""-122.499648""]",1311 40th Ave APT 4,94122,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,030,300",4350,,UNKNOWN,"500""zpid"""
15104171,"[""37.759178"",""-122.508316""]",1467 48th Ave # 2,94122,San Francisco,CA,1,1,689,1979,"1,030,300",3395,,233333,500
15108030,"[""37.757518"",""-122.508201""]",1547 48th Ave # 2,94122,San Francisco,CA,2,1,869,1992,"1,030,300",3800,,600000,500
15108033,"[""37.757449"",""-122.508196""]",1551 48th Ave # 2,94122,San Francisco,CA,2,1,861,1992,"1,030,300",3800,,604252,500
15108036,"[""37.757381"",""-122.508192""]",1557 48th Ave # 2,94122,San Francisco,CA,UNKNOWN,1,867,1992,"1,030,300",3750,,252419,500
15108039,"[""37.757312"",""-122.508187""]",1561 48th Ave # 2,94122,San Francisco,CA,UNKNOWN,1,870,1992,"1,030,300",3800,,322244,500
15108042,"[""37.757244"",""-122.508182""]",1563 48th Ave # 2,94122,San Francisco,CA,2,1,780,1992,"1,030,300",3785,,547748,500
2139128871,"[""37.759453"",""-122.508335""]",1445 48th Ave APT 2,94122,San Francisco,CA,1,1,UNKNOWN,1958,"1,030,300",5000,,UNKNOWN,"500""zpid"""
2102256853,"[""37.757"",""-122.5082""]",1573 48th Ave APT 4,94122,San Francisco,CA,2,1,1065,1975,"1,030,300",3500,,UNKNOWN,500
2139128872,"[""37.759453"",""-122.508335""]",1445 48th Ave APT 4,94122,San Francisco,CA,1,1,UNKNOWN,1958,"1,030,300",5000,,UNKNOWN,"500""zpid"""
15104153,"[""37.758654"",""-122.508116""]",1495 48th Ave # 3,94122,San Francisco,CA,UNKNOWN,1,1100,1944,"1,030,300",3995,,409193,500
15104172,"[""37.759178"",""-122.508316""]",1467 48th Ave # 3,94122,San Francisco,CA,3,2,1609,1979,"1,030,300",5100,,725444,500
15108031,"[""37.757518"",""-122.508201""]",1547 48th Ave # 3,94122,San Francisco,CA,3,2,1737,1992,"1,030,300",4500,,353396,500
15108034,"[""37.757449"",""-122.508196""]",1551 48th Ave # 3,94122,San Francisco,CA,3,2,1722,1992,"1,030,300",4500,,332328,500
15108037,"[""37.757381"",""-122.508192""]",1557 48th Ave # 3,94122,San Francisco,CA,UNKNOWN,2,1560,1992,"1,030,300",4500,,332322,500
15108040,"[""37.757312"",""-122.508187""]",1561 48th Ave # 3,94122,San Francisco,CA,UNKNOWN,2,1737,1992,"1,030,300",4230,,325259,500
15108043,"[""37.757244"",""-122.508182""]",1563 48th Ave # 3,94122,San Francisco,CA,UNKNOWN,2,1560,1992,"1,030,300",4500,,332326,500
2115425786,"[""37.757"",""-122.5082""]",1573 48th Ave APT 3,94122,San Francisco,CA,2,1,UNKNOWN,1975,"1,030,300",3300,,UNKNOWN,500
2121636183,"[""37.760169"",""-122.5083""]",1401 48th Ave APT 3,94122,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,030,300",2900,,UNKNOWN,500
2128263376,"[""37.759033"",""-122.507644""]",1472 48th Ave APT 3,94122,San Francisco,CA,2,1,UNKNOWN,UNKNOWN,"1,030,300",3300,,UNKNOWN,500
2139001130,"[""37.759453"",""-122.508335""]",1445 48th Ave APT 3,94122,San Francisco,CA,1,1,UNKNOWN,1958,"1,030,300",5000,,UNKNOWN,"500""zpid"""
15154310,"[""37.724195"",""-122.39433""]",5945 3rd St # A,94124,San Francisco,CA,UNKNOWN,UNKNOWN,2384,1987,"719,000",4250,,410111,500
2097632594,"[""37.718403"",""-122.398265""]",6674 3rd St APT A,94124,San Francisco,CA,2,1,500,UNKNOWN,"719,000",UNKNOWN,,UNKNOWN,"500""zpid"""
15143793,"[""37.763695"",""-122.427021""]",9 Abbey St,94114,San Francisco,CA,3,2,1830,1900,"1,167,700",6700,,1244374,"500""zpid"""
15143795,"[""37.763711"",""-122.427413""]",2 Abbey St,94114,San Francisco,CA,UNKNOWN,1,1125,1923,"1,167,700",5450,,44550,"500""zpid"""
119685769,"[""37.800296"",""-122.413848""]",3 Aladdin Ter,94133,San Francisco,CA,3,3,1509,1911,"1,608,800",5800,,1472876,"500""zpid"""
60545359,"[""37.765164"",""-122.41275""]",320 Alabama St APT 7,94110,San Francisco,CA,1,1,1315,2003,"1,167,700",4400,,847108,500
64972810,"[""37.76481"",""-122.41271""]",350 Alabama St APT 7,94110,San Francisco,CA,3,2,2025,2003,"1,167,700",6499,,1300474,500
69820074,"[""37.764453"",""-122.412673""]",380 Alabama St APT 7,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1299,2005,"1,167,700",4250,,151253,"500""zpid"""
64969461,"[""37.765164"",""-122.41275""]",320 Alabama St APT 9,94110,San Francisco,CA,3,2,2271,2003,"1,167,700",5700,,974234,500
64971642,"[""37.76481"",""-122.41271""]",350 Alabama St APT 9,94110,San Francisco,CA,2,2,1695,2003,"1,167,700",5000,,826900,500
69820076,"[""37.764453"",""-122.412673""]",380 Alabama St APT 9,94110,San Francisco,CA,UNKNOWN,UNKNOWN,2238,2005,"1,167,700",5500,,263828,"500""zpid"""
61325452,"[""37.733174"",""-122.414551""]",400 Alemany Blvd APT 6,94110,San Francisco,CA,2,1.5,866,2003,"1,214,400",3595,,323280,"500""zpid"""
15065469,"[""37.79948"",""-122.419963""]",52 Allen St # 1,94109,San Francisco,CA,2,2,1260,1986,"1,608,800",5700,,1109932,"500""zpid"""
15065470,"[""37.799481"",""-122.419963""]",52 Allen St # 2,94109,San Francisco,CA,3,3,1920,1986,"1,608,800",7525,,1126765,"500""zpid"""
15092815,"[""37.780494"",""-122.508118""]",9 Alta Mar Way,94121,San Francisco,CA,3,2,1204,1946,"1,187,700",4300,,217349,"500""zpid"""
15092799,"[""37.780503"",""-122.507728""]",2 Alta Mar Way,94121,San Francisco,CA,2,1,1495,1941,"1,187,700",3900,,420717,"500""zpid"""
125162199,"[""37.801532"",""-122.403251""]",9 Alta St # V,94133,SAN FRANCISCO,CA,UNKNOWN,UNKNOWN,UNKNOWN,1900,"1,215,500",UNKNOWN,,722349,"500""zpid"""
2126474904,"[""37.801651"",""-122.404228""]",80 Alta St APT 8,94133,San Francisco,CA,1,1,UNKNOWN,UNKNOWN,"1,215,500",3095,,UNKNOWN,"500""zpid"""
15153078,"[""37.72897"",""-122.37252""]",144 Albatross Ct # 9,94124,San Francisco,CA,3,3,1360,1981,UNKNOWN,5995,,215166,"500""zpid"""
60543122,"[""37.765164"",""-122.41275""]",320 Alabama St APT 5,94110,San Francisco,CA,1,2,1315,2003,"1,167,700",4400,,858482,500
64972808,"[""37.76481"",""-122.41271""]",350 Alabama St APT 5,94110,San Francisco,CA,1,2,1298,2003,"1,167,700",4480,,847108,500
69820072,"[""37.764453"",""-122.412673""]",380 Alabama St APT 5,94110,San Francisco,CA,UNKNOWN,UNKNOWN,1299,2005,"1,167,700",4250,,151253,"500""zpid"""
15195346,"[""37.71139"",""-122.464516""]",3601 Alemany Blvd # 1,94132,San Francisco,CA,2,1,1200,1948,"688,100",3700,,69898,500
15195499,"[""37.711082"",""-122.453918""]",3034 Alemany Blvd # 1,94112,San Francisco,CA,UNKNOWN,UNKNOWN,789,UNKNOWN,"804,400",3250,,241302,500
15195501,"[""37.711025"",""-122.454005""]",3044 Alemany Blvd # 1,94112,San Francisco,CA,UNKNOWN,2,789,1988,"804,400",3250,,258316,500
15195503,"[""37.710965"",""-122.454103""]",3060 Alemany Blvd # 1,94112,San Francisco,CA,1,1,815,1988,"804,400",2950,,400000,500
